name,poste,Team,taille,accélération,speed,offensif,technique,mouvement,defense general,gardien general,Years
 B. Hrgota,BU,Eintracht Francfort,"6'1""",68,78,332,330,348,70,48,2017
 S. Medojević,DC,Eintracht Francfort,"6'0""",66,67,279,285,339,216,60,2017
 S. Zuber,MOC,TSG 1899 Hoffenheim,"5'11""",79,78,320,359,373,187,60,2017
 Danilo,DG,TSG 1899 Hoffenheim,"5'7""",75,76,294,306,385,210,58,2017
 P. Max,DLG,FC Augsbourg,"5'10""",84,78,278,332,383,205,57,2017
 J. Morávek,MOC,FC Augsbourg,"5'11""",54,63,345,353,338,156,47,2017
 Ji Dong Won,BU,FC Augsbourg,"6'2""",76,68,339,338,355,75,64,2017
 J. Callsen-Bracker,DC,FC Augsbourg,"6'2""",53,53,257,262,262,216,52,2017
 P. Niemeyer,DC,SV Darmstadt 98,"6'3""",34,34,240,218,226,226,53,2017
 M. Vrančić,MOC,SV Darmstadt 98,"6'2""",55,54,327,365,323,130,46,2017
 R. Brégerie,DC,FC Ingolstadt 04,"6'3""",63,62,226,275,270,211,57,2017
 A. Morales,MC,FC Ingolstadt 04,"6'0""",69,77,292,328,364,198,63,2017
 F. Coltorti,G,RB Leipzig,"6'6""",41,40,81,91,226,36,354,2017
 D. Selke,BU,RB Leipzig,"6'4""",75,66,309,271,337,69,55,2017
 L. Klostermann,DD,RB Leipzig,"6'2""",91,84,269,257,371,206,44,2017
 J. Haberer,MOC,SC Fribourg,"6'1""",67,68,323,316,339,118,68,2017
 M. Gulde,DC,SC Fribourg,"6'0""",69,68,263,247,337,214,57,2017
 N. Höfler,MDC,SC Fribourg,"5'11""",55,61,270,301,326,207,51,2017
 H. Nielsen,BU,SC Fribourg,"6'2""",76,71,331,293,348,110,72,2017
 G. Niedermeier,DC,SC Fribourg,"6'3""",34,33,227,189,201,221,46,2017
 G. Jung,DC,Hambourg SV,"6'2""",55,60,273,291,297,215,56,2017
 N. Bahoui,MD,Hambourg SV,"6'2""",77,76,317,355,327,80,43,2017
 T. Kessler,G,1. FC Cologne,"6'6""",49,45,76,97,247,42,349,2017
 J. Pohjanpalo,BU,Bayer 04 Leverkusen,"6'0""",74,75,322,283,352,51,51,2017
 M. Veljković,DC,SV Werder Brême,"6'0""",55,53,227,225,282,217,59,2017
 S. Yatabaré,MOC,SV Werder Brême,"6'3""",77,76,297,336,335,186,44,2017
 N. Zimling,MDC,1. FSV Mayence 05,"5'10""",52,53,312,334,315,208,43,2017
 A. Rebić,BU,Eintracht Francfort,"6'1""",76,76,317,312,344,51,67,2017
 M. Hector,DC,Eintracht Francfort,"6'4""",72,67,225,211,307,204,61,2017
 H. Lindner,G,Eintracht Francfort,"6'2""",41,39,73,79,230,38,344,2017
 M. Terrazzino,MOC,TSG 1899 Hoffenheim,"5'9""",74,77,324,342,379,82,58,2017
 A. Luthe,G,FC Augsbourg,"6'5""",50,38,77,72,225,41,346,2017
 C. Janker,DC,FC Augsbourg,"6'1""",52,61,234,216,299,219,58,2017
 F. Holland,DG,SV Darmstadt 98,"5'8""",73,72,269,315,370,224,58,2017
 J. Rosenthal,MOC,SV Darmstadt 98,"6'1""",65,65,347,338,343,100,139,2017
 A. Milošević,DC,SV Darmstadt 98,"6'3""",61,53,275,264,293,207,51,2017
 F. Hadergjonaj,DLD,FC Ingolstadt 04,"6'0""",77,75,293,291,360,208,52,2017
 M. Leckie,MD,FC Ingolstadt 04,"5'11""",91,91,312,303,405,57,42,2017
 M. Hartmann,BU,FC Ingolstadt 04,"6'0""",74,73,349,296,362,61,75,2017
 Bernardo,DD,RB Leipzig,"6'1""",78,69,249,268,353,213,66,2017
 E. Mor,AG,Borussia Dortmund,"5'7""",81,89,284,306,425,76,49,2017
 P. Stenzel,DLD,SC Fribourg,"6'0""",67,65,269,294,337,206,53,2017
 J. Schuster,MDC,SC Fribourg,"6'2""",45,41,304,340,256,198,51,2017
 K. Havertz,MD,Bayer 04 Leverkusen,"6'1""",69,75,314,316,345,119,47,2017
 T. Wellenreuther,G,FC Schalke 04,"6'1""",54,52,78,94,273,30,348,2017
 E. Berggreen,BU,1. FSV Mayence 05,"6'4""",64,54,294,314,296,67,51,2017
 P. Seguin,MDC,VfL Wolfsbourg,"6'1""",63,67,286,285,334,207,54,2017
 M. Feulner,MC,FC Augsbourg,"6'0""",54,64,340,366,325,199,53,2017
 S. Sirigu,MD,SV Darmstadt 98,"6'0""",88,84,300,288,377,188,51,2017
 S. Schipplock,BU,SV Darmstadt 98,"6'1""",71,67,335,277,327,76,37,2017
 D. Oliynyk,MG,SV Darmstadt 98,"5'10""",68,74,312,350,362,99,57,2017
 M. Steinhöfer,DLD,SV Darmstadt 98,"5'9""",67,69,298,357,349,204,47,2017
 T. Levels,DC,FC Ingolstadt 04,"6'1""",67,63,266,268,309,223,58,2017
 R. Leipertz,MG,FC Ingolstadt 04,"6'0""",79,79,319,299,355,66,58,2017
 O. Burke,MD,RB Leipzig,"6'2""",94,86,286,297,388,101,53,2017
 B. Schmitz,DD,RB Leipzig,"6'0""",69,68,274,306,344,208,62,2017
 P. Klandt,G,SC Fribourg,"6'0""",40,42,75,88,245,32,338,2017
 S. Guirassy,BU,1. FC Cologne,"6'2""",74,69,310,304,333,94,51,2017
 J. Eilers,AD,SV Werder Brême,"6'1""",85,85,316,288,380,80,50,2017
 A. Hack,DC,1. FSV Mayence 05,"6'4""",75,67,240,266,300,199,32,2017
 G. Holtmann,MG,1. FSV Mayence 05,"6'0""",92,92,283,289,388,74,46,2017
 T. Tawatha,DLG,Eintracht Francfort,"5'9""",79,79,261,285,379,200,49,2017
 S. Tarashaj,AD,Eintracht Francfort,"5'9""",79,79,298,283,377,52,55,2017
 D. Blum,AG,Eintracht Francfort,"6'0""",87,86,294,338,381,70,50,2017
 G. Teigl,DD,FC Augsbourg,"6'0""",89,89,296,288,391,193,62,2017
 A. Čolak,BU,SV Darmstadt 98,"6'2""",67,65,307,258,312,72,52,2017
 I. Höhn,DC,SV Darmstadt 98,"6'0""",52,55,226,235,304,218,46,2017
 D. Stroh-Engel,BU,SV Darmstadt 98,"6'5""",69,53,294,274,257,91,67,2017
 S. Lex,AD,FC Ingolstadt 04,"5'10""",86,87,308,289,396,63,57,2017
 M. Christiansen,MDC,FC Ingolstadt 04,"6'2""",64,55,280,332,315,193,56,2017
 A. Jung,DG,FC Ingolstadt 04,"6'1""",78,73,312,345,341,203,52,2017
 S. Kittel,MOC,FC Ingolstadt 04,"5'10""",68,69,312,351,358,62,62,2017
 R. Khedira,DC,RB Leipzig,"6'2""",64,54,240,260,293,203,53,2017
 F. Passlack,MD,Borussia Dortmund,"5'7""",69,77,297,335,380,198,56,2017
 C. Heimeroth,G,Borussia Mönchengladbach,"6'4""",32,30,63,72,185,39,330,2017
 O. Bulut,MD,SC Fribourg,"5'10""",76,77,280,277,375,161,58,2017
 L. Kübler,DC,SC Fribourg,"6'0""",69,66,291,248,331,213,53,2017
 T. Kehrer,DC,FC Schalke 04,"6'1""",72,68,252,270,337,199,54,2017
 M. Eggestein,MOC,SV Werder Brême,"5'11""",55,62,292,307,328,154,61,2017
 S. Serdar,MDC,1. FSV Mayence 05,"6'0""",66,62,269,295,330,197,51,2017
 B. Halimi,MOC,1. FSV Mayence 05,"5'7""",68,79,279,339,387,113,43,2017
 M. Grün,G,VfL Wolfsbourg,"6'3""",50,51,91,75,259,38,335,2017
 G. Varela,DD,Eintracht Francfort,"5'8""",76,79,254,290,371,208,66,2017
 A. Ordóñez,DC,Eintracht Francfort,"6'1""",69,68,196,184,336,210,39,2017
 Y. Regäsel,DLD,Eintracht Francfort,"5'9""",74,69,239,273,346,205,55,2017
 P. Banggaard,DC,SV Darmstadt 98,"6'4""",61,63,242,222,267,205,63,2017
 F. Platte,BU,SV Darmstadt 98,"6'3""",67,65,292,271,306,56,67,2017
 D. Heuer Fernandes,G,SV Darmstadt 98,"6'2""",44,42,66,104,220,42,342,2017
 B. Gorka,DC,SV Darmstadt 98,"6'5""",34,34,208,205,190,199,54,2017
 M. Müller,G,RB Leipzig,"6'4""",38,25,64,70,202,33,335,2017
 A. Isak,BU,Borussia Dortmund,"6'3""",77,80,308,251,351,53,40,2017
 L. Bénes,MOC,Borussia Mönchengladbach,"5'11""",64,68,304,332,344,112,49,2017
 J. Blaswich,G,Borussia Mönchengladbach,"6'4""",38,45,104,121,200,39,338,2017
 V. Yurchenko,MOC,Bayer 04 Leverkusen,"5'11""",65,67,299,335,335,153,48,2017
 Allan,MOC,Hertha BSC,"5'8""",59,66,270,341,341,149,44,2017
 J. Huth,G,1. FSV Mayence 05,"6'1""",55,54,84,103,268,37,338,2017
 A. Barkok,MD,Eintracht Francfort,"6'2""",68,70,290,329,328,161,53,2017
 W. Kamavuaka,DC,SV Darmstadt 98,"6'2""",69,67,257,263,318,208,56,2017
 T. Boyd,BU,SV Darmstadt 98,"6'2""",52,53,307,231,278,71,62,2017
 K. Guédé,BU,SC Fribourg,"6'0""",62,55,300,248,275,166,39,2017
 A. Götz,DD,Hambourg SV,"5'10""",76,77,218,235,360,205,65,2017
 N. Lomb,G,Bayer 04 Leverkusen,"6'2""",39,38,88,96,219,40,330,2017
 R. Wolf,G,SV Werder Brême,"6'3""",33,34,68,76,206,41,322,2017
 M. Wolf,MG,Eintracht Francfort,"6'2""",88,84,291,292,361,74,58,2017
 A. Stolz,G,TSG 1899 Hoffenheim,"6'2""",46,48,75,97,234,38,331,2017
 L. Guwara,DG,SV Darmstadt 98,"6'1""",69,68,238,258,312,191,54,2017
 D. Upamecano,DC,RB Leipzig,"6'1""",74,67,206,221,326,195,45,2017
 M. Schulz,DC,Borussia Mönchengladbach,"6'1""",64,54,255,267,298,195,63,2017
 T. Mickel,G,Hambourg SV,"6'1""",49,44,83,90,240,37,320,2017
 M. Zetterer,G,SV Werder Brême,"6'2""",44,39,91,86,215,44,321,2017
 M. Mittelstädt,DG,Hertha BSC,"5'10""",72,75,261,280,348,190,56,2017
 P. Klement,MOC,1. FSV Mayence 05,"5'9""",55,53,289,356,321,102,64,2017
 P. Ochs,MG,TSG 1899 Hoffenheim,"5'9""",69,77,290,288,367,135,49,2017
 M. Friedrich,DC,FC Augsbourg,"6'4""",66,54,232,216,288,196,65,2017
 I. Berezovskyi,G,SV Darmstadt 98,"6'4""",29,25,101,91,182,40,317,2017
 B. Bellot,G,RB Leipzig,"6'1""",43,44,90,114,254,44,326,2017
 J. Föhrenbach,DC,SC Fribourg,"6'1""",67,66,228,252,313,194,48,2017
 G. Waldschmidt,BU,Hambourg SV,"5'11""",69,76,285,262,354,43,56,2017
 J. Eggestein,BU,SV Werder Brême,"6'0""",67,65,296,275,335,67,54,2017
 U. Garcia,DG,SV Werder Brême,"6'1""",77,76,221,236,342,180,58,2017
 M. Lorenzen,BU,SV Werder Brême,"6'2""",87,86,274,288,336,100,53,2017
 S. Kurt,MG,Hertha BSC,"5'8""",69,78,267,302,367,64,62,2017
 D. Parker,MD,1. FSV Mayence 05,"5'9""",77,78,286,287,371,115,64,2017
 M. Bouziane,BU,1. FSV Mayence 05,"6'0""",79,77,298,259,361,63,48,2017
 H. Bonmann,G,Borussia Dortmund,"6'4""",34,30,63,61,185,36,307,2017
 S. Özcan,MOC,1. FC Cologne,"5'11""",65,67,276,307,327,148,49,2017
 A. Seydel,BU,1. FSV Mayence 05,"6'6""",68,53,279,223,254,73,55,2017
 M. Sarr,DC,VfL Wolfsbourg,"6'2""",65,63,249,257,297,187,51,2017
 M. Doucouré,DC,Borussia Mönchengladbach,"6'0""",68,65,188,190,329,188,40,2017
 M. Hartel,MD,1. FC Cologne,"5'9""",66,74,271,306,343,70,59,2017
 L. Zander,DC,SV Werder Brême,"6'0""",67,68,240,247,325,195,66,2017
 N. Schmidt,MOC,SV Werder Brême,"6'0""",63,55,277,313,293,145,48,2017
 J. Horn,DG,VfL Wolfsbourg,"6'1""",64,63,245,252,304,188,48,2017
 V. Osimhen,BU,VfL Wolfsbourg,"6'1""",76,74,278,244,343,60,53,2017
 R. Framberger,DD,FC Augsbourg,"5'10""",64,67,244,234,333,191,56,2017
 F. Benko,MOC,FC Bayern Munich,"5'11""",62,64,264,311,314,143,43,2017
 B. Jatta,MD,Hambourg SV,"6'0""",79,74,271,286,326,87,43,2017
 Y. Seo,DG,Hambourg SV,"6'0""",66,67,207,218,307,195,53,2017
 M. Köhlert,MG,Hambourg SV,"5'6""",74,76,274,269,353,83,59,2017
 L. Klünter,DD,1. FC Cologne,"6'0""",79,78,229,228,335,176,47,2017
 A. Nübel,G,FC Schalke 04,"6'4""",46,49,88,96,249,47,291,2017
 B. Tekpetey,AD,FC Schalke 04,"5'8""",68,77,279,271,356,97,58,2017
 O. Mannéh,BU,SV Werder Brême,"6'2""",68,70,255,227,308,76,50,2017
 F. Müller,G,1. FSV Mayence 05,"6'4""",42,43,69,79,226,34,304,2017
 I. Azzaoui,MD,VfL Wolfsbourg,"5'10""",69,77,260,275,346,69,54,2017
 K. Danso,DC,FC Augsbourg,"6'3""",67,53,195,193,281,189,57,2017
 F. Palacios Martínez,MOC,RB Leipzig,"5'7""",68,77,281,282,358,91,53,2017
 M. Friedl,DG,FC Bayern Munich,"6'0""",64,65,224,222,304,185,45,2017
 R. Obermair,BU,FC Bayern Munich,"6'0""",63,63,286,280,288,81,53,2017
 J. Larsen,MG,Borussia Dortmund,"5'10""",74,76,268,269,338,106,53,2017
 D. Sow,MOC,Borussia Mönchengladbach,"6'0""",68,65,253,292,325,148,42,2017
 A. Hirzel,G,Hambourg SV,"6'3""",43,47,82,88,237,45,290,2017
 J. Abu Hanna,DC,Bayer 04 Leverkusen,"6'0""",64,55,200,186,300,184,56,2017
 F. Schröter,BU,FC Schalke 04,"5'10""",72,72,266,247,351,55,50,2017
 E. Oelschlägel,G,SV Werder Brême,"6'4""",42,39,84,80,202,43,292,2017
 A. Maier,MOC,Hertha BSC,"5'11""",60,65,233,277,322,86,49,2017
 H. Hansen,DC,VfL Wolfsbourg,"6'5""",61,55,179,154,272,179,48,2017
 S. Stolze,BU,VfL Wolfsbourg,"6'0""",67,66,284,252,317,69,51,2017
 A. Condé,MOC,VfL Wolfsbourg,"5'8""",65,68,236,309,339,163,60,2017
 T. Rieder,DC,FC Augsbourg,"6'1""",54,53,194,165,277,194,44,2017
 M. Multhaup,MD,FC Ingolstadt 04,"5'8""",69,79,259,289,345,102,56,2017
 K. Gipson,DC,RB Leipzig,"5'10""",76,75,213,217,346,183,58,2017
 K. Wojtkowski,MOC,RB Leipzig,"5'8""",74,82,251,281,361,128,48,2017
 N. Dorsch,MDC,FC Bayern Munich,"5'9""",55,64,240,265,320,176,40,2017
 F. Götze,DC,FC Bayern Munich,"6'1""",49,51,198,169,240,179,56,2017
 N. Feldhahn,DC,FC Bayern Munich,"6'2""",66,61,205,213,257,164,65,2017
 D. Burnic,MG,Borussia Dortmund,"6'1""",68,69,250,270,352,165,51,2017
 T. Ndenge,MG,Borussia Mönchengladbach,"6'2""",74,66,247,274,313,105,53,2017
 B. Simakala,MOC,Borussia Mönchengladbach,"5'11""",69,69,279,273,347,56,51,2017
 B. Sezer,MD,Borussia Mönchengladbach,"5'10""",66,68,254,293,338,142,46,2017
 N. Rütten,MDC,Borussia Mönchengladbach,"6'0""",55,68,227,261,310,177,37,2017
 A. Falahen,BU,SC Fribourg,"6'3""",63,54,268,231,274,62,57,2017
 F. Porath,MOC,Hambourg SV,"5'10""",55,67,251,295,319,131,56,2017
 V. Janjicic,MC,Hambourg SV,"5'11""",64,62,261,270,307,156,54,2017
 H. Ciftci,MOC,1. FC Cologne,"5'9""",62,64,239,282,328,142,63,2017
 A. Akkaynak,MC,Bayer 04 Leverkusen,"5'11""",55,59,258,285,302,146,54,2017
 J. Bitter,DC,FC Schalke 04,"6'1""",54,54,225,202,271,174,45,2017
 J. Torunarigha,DC,Hertha BSC,"6'2""",75,70,197,199,299,171,41,2017
 F. Kohls,MC,Hertha BSC,"5'8""",54,64,215,251,324,146,53,2017
 M. Sverko,DC,1. FSV Mayence 05,"6'2""",68,63,215,249,301,173,48,2017
 R. Ziegele,DC,VfL Wolfsbourg,"6'1""",55,54,179,186,282,183,43,2017
 J. Möbius,MOC,VfL Wolfsbourg,"5'10""",69,68,253,285,324,86,44,2017
 M. Besuschkow,MD,Eintracht Francfort,"6'2""",66,67,274,278,291,157,44,2017
 J. Blanco-Lopez,DC,Eintracht Francfort,"6'1""",67,62,243,259,300,173,61,2017
 A. Ekin,MG,FC Augsbourg,"5'9""",64,69,275,273,325,100,57,2017
 I. Gelios,G,FC Augsbourg,"6'3""",52,57,75,69,252,39,291,2017
 J. Günther-Schmidt,BU,FC Augsbourg,"6'0""",68,69,261,260,321,50,43,2017
 N. Rinderknecht,DC,FC Ingolstadt 04,"6'1""",65,62,233,242,305,179,63,2017
 G. Leo,DC,FC Ingolstadt 04,"6'4""",66,67,220,203,284,185,47,2017
 C. Ortag,G,FC Ingolstadt 04,"6'3""",45,45,95,97,221,42,293,2017
 M. Zant,DC,FC Ingolstadt 04,"6'5""",34,33,183,148,179,170,63,2017
 L. Gerlspeck,DD,FC Ingolstadt 04,"6'1""",67,65,217,192,300,181,60,2017
 J. Strauß,MOC,RB Leipzig,"5'9""",66,67,241,252,340,148,48,2017
 C. Früchtl,G,FC Bayern Munich,"6'3""",23,25,69,83,144,34,293,2017
 E. Öztürk,MOC,FC Bayern Munich,"5'8""",62,62,241,303,314,139,47,2017
 D. Reimann,G,Borussia Dortmund,"6'1""",46,44,49,61,246,26,291,2017
 F. Ronstadt,DD,Hambourg SV,"5'10""",66,67,199,205,330,187,54,2017
 S. Schreck,MOC,Bayer 04 Leverkusen,"5'11""",51,67,247,288,309,104,36,2017
 A. Ademoglu,MOC,FC Schalke 04,"5'11""",64,62,275,304,302,152,35,2017
 P. Neumann,DD,FC Schalke 04,"6'3""",64,61,231,215,281,173,55,2017
 F. Baak,DC,Hertha BSC,"6'1""",52,48,198,184,250,167,51,2017
 F. Zorba,DC,Eintracht Francfort,"6'1""",55,55,192,175,263,169,56,2017
 M. Schuster,DC,FC Augsbourg,"5'10""",54,61,244,257,315,171,51,2017
 D. Franke,DLG,RB Leipzig,"6'0""",65,69,223,253,314,165,54,2017
 G. Fechner,DC,RB Leipzig,"6'1""",65,64,219,228,297,167,45,2017
 V. Sierro,MC,SC Fribourg,"6'1""",70,67,232,244,316,130,55,2017
 S. Müller,G,1. FC Cologne,"6'3""",27,16,65,65,138,28,282,2017
 D. Geiger,MC,TSG 1899 Hoffenheim,"5'8""",64,60,225,273,328,143,42,2017
 B. Kurz,BU,FC Augsbourg,"5'10""",55,66,268,249,316,63,41,2017
 L. Fisch,MD,SV Darmstadt 98,"5'10""",64,55,234,267,296,128,42,2017
 D. Sauerland,MOC,Borussia Dortmund,"5'9""",65,66,260,297,332,115,52,2017
 C. Stark,MOC,Hambourg SV,"6'0""",69,69,237,247,321,55,45,2017
 N. Körber,G,Hertha BSC,"6'1""",37,33,79,89,205,40,274,2017
 J. Kade,MOC,Hertha BSC,"5'6""",62,68,238,268,339,59,45,2017
 P. Dárdai,AG,Hertha BSC,"5'9""",71,74,235,229,324,100,54,2017
 L. Bätge,G,Eintracht Francfort,"6'2""",31,29,60,78,180,34,279,2017
 D. Thur,DC,SV Darmstadt 98,"6'0""",51,34,195,173,229,177,50,2017
 F. Beiersdorf,MOC,RB Leipzig,"6'0""",53,67,247,317,290,119,40,2017
 P. Fritsch,DC,Borussia Dortmund,"6'0""",55,52,203,200,289,161,46,2017
 J. Behounek,DD,Hambourg SV,"5'11""",63,65,205,207,300,158,53,2017
 D. Feka,MDC,Hambourg SV,"6'0""",66,65,236,260,313,164,59,2017
 M. Mlynikowski,DG,Hertha BSC,"5'11""",62,60,217,250,289,167,49,2017
 J. Wolff,DD,SV Darmstadt 98,"5'9""",51,55,215,209,248,169,58,2017
 C. Aydogan,MDC,SV Darmstadt 98,"5'10""",52,55,206,250,282,176,52,2017
 S. Reddemann,DC,RB Leipzig,"6'3""",54,51,188,150,248,166,53,2017
 G. Kobel,G,TSG 1899 Hoffenheim,"6'4""",26,26,53,74,147,35,268,2017
 S. Posch,DC,TSG 1899 Hoffenheim,"6'2""",46,48,168,152,244,174,35,2017
 L. Weinkauf,G,FC Bayern Munich,"6'2""",18,20,63,57,137,26,268,2017
 P. Menzel,G,VfL Wolfsbourg,"6'3""",16,16,54,65,138,31,265,2017
 M. Nicolas,G,Borussia Mönchengladbach,"6'5""",26,18,79,86,166,42,253,2017
 F. Buntić,G,FC Ingolstadt 04,"6'4""",27,22,62,65,144,32,258,2017
 M. Hamrol,G,1. FC Cologne,"6'5""",24,27,50,75,141,29,255,2017
 M. Neuer,G,FC Bayern Munich,"6'4""",60,56,119,162,287,31,456,2018
 R. Lewandowski,BU,FC Bayern Munich,"6'1""",79,79,412,400,407,86,51,2018
 M. Hummels,DC,FC Bayern Munich,"6'3""",69,62,350,352,343,271,42,2018
 Thiago,MC,FC Bayern Munich,"5'9""",68,78,380,434,406,178,46,2018
 J. Boateng,DC,FC Bayern Munich,"6'4""",79,71,316,304,343,264,45,2018
 A. Robben,MOC,FC Bayern Munich,"5'11""",80,87,386,418,434,81,49,2018
 J. Rodríguez,MOC,FC Bayern Munich,"5'11""",70,75,409,426,388,112,64,2018
 T. Müller,AT,FC Bayern Munich,"6'1""",77,76,413,364,392,116,52,2018
 A. Vidal,MDC,FC Bayern Munich,"5'11""",60,65,397,384,364,251,16,2018
 D. Alaba,DG,FC Bayern Munich,"5'11""",81,86,369,405,407,240,50,2018
 F. Ribéry,MOC,FC Bayern Munich,"5'7""",79,83,364,414,424,64,47,2018
 Sokratis,DC,Borussia Dortmund,"6'1""",81,70,283,241,362,261,36,2018
 M. Reus,MOC,Borussia Dortmund,"5'11""",88,86,386,421,425,112,61,2018
 B. Leno,G,Bayer 04 Leverkusen,"6'3""",52,46,78,88,275,41,411,2018
 J. Kimmich,DD,FC Bayern Munich,"5'9""",69,77,374,386,396,237,60,2018
 Javi Martínez,DC,FC Bayern Munich,"6'3""",53,49,341,312,299,255,45,2018
 N. Süle,DC,FC Bayern Munich,"6'5""",78,51,242,224,275,251,58,2018
 T. Horn,G,1. FC Cologne,"6'4""",51,45,95,101,258,36,414,2018
 Naldo,DC,FC Schalke 04,"6'6""",70,67,330,326,307,252,60,2018
 L. Piszczek,DD,Borussia Dortmund,"6'0""",84,75,370,346,373,246,57,2018
 M. Götze,MOC,Borussia Dortmund,"5'9""",67,74,374,410,397,148,49,2018
 S. Kagawa,MOC,Borussia Dortmund,"5'9""",63,77,347,385,403,81,50,2018
 L. Bender,MDC,Bayer 04 Leverkusen,"6'1""",69,66,342,317,346,245,44,2018
 R. Fährmann,G,FC Schalke 04,"6'5""",47,38,76,94,243,34,385,2018
 L. Goretzka,MC,FC Schalke 04,"6'2""",85,85,374,392,402,231,56,2018
 R. Jarstein,G,Hertha BSC,"6'3""",46,40,97,92,242,37,405,2018
 L. Hrádecký,G,Eintracht Francfort,"6'3""",44,38,57,76,246,34,400,2018
 O. Baumann,G,TSG 1899 Hoffenheim,"6'2""",51,47,82,84,267,42,401,2018
 N. Keïta,MOC,RB Leipzig,"5'8""",66,82,325,365,410,180,59,2018
 T. Werner,BU,RB Leipzig,"5'11""",92,93,391,326,426,56,50,2018
 C. Tolisso,MC,FC Bayern Munich,"5'11""",69,77,371,378,378,221,54,2018
 K. Coman,MD,FC Bayern Munich,"5'10""",92,94,362,386,438,41,21,2018
 O. Toprak,DC,Borussia Dortmund,"6'1""",83,73,292,282,362,249,57,2018
 Y. Sommer,G,Borussia Mönchengladbach,"6'0""",54,48,84,96,295,42,402,2018
 T. Hazard,MOC,Borussia Mönchengladbach,"5'9""",78,86,358,404,418,110,37,2018
 J. Tah,DC,Bayer 04 Leverkusen,"6'4""",78,64,233,245,310,248,49,2018
 J. Brandt,MOC,Bayer 04 Leverkusen,"6'0""",83,79,345,372,399,69,55,2018
 L. Bailey,MG,Bayer 04 Leverkusen,"5'11""",93,94,361,387,431,57,60,2018
 M. Kruse,MOC,SV Werder Brême,"5'11""",69,74,393,397,379,104,46,2018
 K. Kampl,MC,RB Leipzig,"5'10""",75,86,303,388,417,167,53,2018
 E. Forsberg,MOC,RB Leipzig,"5'10""",71,77,352,393,392,66,55,2018
 S. Rudy,MC,FC Bayern Munich,"5'11""",65,71,345,404,371,222,56,2018
 R. Bürki,G,Borussia Dortmund,"6'2""",54,44,90,88,279,43,397,2018
 M. Batshuayi,BU,Borussia Dortmund,"6'1""",79,77,369,297,392,64,57,2018
 A. Yarmolenko,MOC,Borussia Dortmund,"6'3""",78,76,380,404,381,80,39,2018
 Raffael,MOC,Borussia Mönchengladbach,"5'9""",68,77,369,400,394,102,54,2018
 L. Stindl,MOC,Borussia Mönchengladbach,"5'11""",69,74,388,378,376,174,53,2018
 K. Volland,BU,Bayer 04 Leverkusen,"5'10""",77,78,384,382,394,100,43,2018
 K. Bellarabi,AT,Bayer 04 Leverkusen,"6'0""",92,91,345,353,428,91,50,2018
 M. Nastasić,DC,FC Schalke 04,"6'2""",74,66,259,276,343,252,66,2018
 M. Gómez,BU,VfB Stuttgart,"6'2""",73,66,374,304,336,64,46,2018
 Camacho,MDC,VfL Wolfsbourg,"6'0""",59,64,324,334,341,231,55,2018
 D. Didavi,MOC,VfL Wolfsbourg,"5'11""",78,75,365,393,381,153,53,2018
 K. Boateng,MC,Eintracht Francfort,"6'1""",67,71,391,393,362,221,54,2018
 A. Kramarić,BU,TSG 1899 Hoffenheim,"5'10""",69,78,380,365,384,66,58,2018
 M. Sabitzer,MOC,RB Leipzig,"5'10""",79,86,357,364,409,110,66,2018
 J. Weigl,MDC,Borussia Dortmund,"6'1""",68,74,309,338,367,223,54,2018
 G. Castro,MC,Borussia Dortmund,"5'8""",69,74,351,394,391,218,60,2018
 R. Guerreiro,MOC,Borussia Dortmund,"5'7""",72,84,379,408,412,221,45,2018
 J. Vestergaard,DC,Borussia Mönchengladbach,"6'6""",46,47,274,278,231,236,63,2018
 C. Kramer,MDC,Borussia Mönchengladbach,"6'3""",53,53,290,327,310,236,44,2018
 I. Traoré,MG,Borussia Mönchengladbach,"5'7""",85,92,341,396,444,115,38,2018
 J. Hector,DG,1. FC Cologne,"6'1""",77,76,334,357,367,238,55,2018
 S. Bender,DC,Bayer 04 Leverkusen,"6'1""",72,67,285,250,341,254,57,2018
 C. Aránguiz,MC,Bayer 04 Leverkusen,"5'7""",73,77,345,389,393,185,55,2018
 D. Caligiuri,MD,FC Schalke 04,"6'0""",78,79,362,372,391,188,55,2018
 J. Pavlenka,G,SV Werder Brême,"6'5""",37,35,88,72,215,30,389,2018
 S. Kalou,AT,Hertha BSC,"6'0""",67,69,385,374,373,82,44,2018
 K. Casteels,G,VfL Wolfsbourg,"6'6""",46,44,92,107,262,48,389,2018
 J. Guilavogui,DC,VfL Wolfsbourg,"6'2""",73,66,305,310,322,246,61,2018
 J. Brooks,DC,VfL Wolfsbourg,"6'4""",76,66,264,257,323,242,44,2018
 S. Sané,DC,Hanovre 96,"6'5""",68,62,281,296,303,238,60,2018
 K. Vogt,DC,TSG 1899 Hoffenheim,"6'4""",85,66,313,333,336,235,48,2018
 M. Uth,BU,TSG 1899 Hoffenheim,"6'1""",75,76,364,341,377,79,48,2018
 K. Demirbay,MOC,TSG 1899 Hoffenheim,"6'0""",68,67,331,407,371,158,68,2018
 W. Orban,DC,RB Leipzig,"6'1""",54,55,257,236,291,237,58,2018
 Bruma,MD,RB Leipzig,"5'8""",92,94,331,380,446,88,52,2018
 S. Ulreich,G,FC Bayern Munich,"6'4""",40,41,83,97,231,45,379,2018
 S. Wagner,BU,FC Bayern Munich,"6'4""",55,53,359,290,290,66,48,2018
