name,poste,Team,taille,accélération,speed,offensif,technique,mouvement,defense general,gardien general,Years
 K. Bare,MOC,Atlético Madrid,"5'9""",70,69,243,256,336,148,60,2017
 N. Schiappacasse,AG,Atlético Madrid,"5'11""",72,64,265,254,316,65,56,2017
 M. Boulahia,BU,Atlético Madrid,"5'10""",63,65,274,252,288,45,44,2017
 Queijeiro,MC,Deportivo La Corogne,"5'10""",56,59,249,288,308,137,55,2017
 Roger Riera,DC,RC Celta,"6'1""",60,53,211,200,273,189,52,2017
 Javi Benítez,G,Sporting Gijón,"6'1""",55,57,150,158,286,46,307,2017
 Asier Benito,BU,Deportivo Alavés,"5'11""",68,66,263,240,315,55,40,2017
 Cristian,DC,SD Eibar,"6'3""",50,34,200,202,216,178,58,2017
 Borja Herrera,MG,UD Las Palmas,"5'10""",73,76,277,317,353,162,46,2017
 Erik Expósito,BU,UD Las Palmas,"6'0""",68,63,249,227,299,74,47,2017
 Yeremi Valerón,DG,UD Las Palmas,"6'0""",72,68,216,205,313,183,48,2017
 Álex Guanche,G,UD Las Palmas,"5'11""",59,55,92,92,276,46,296,2017
 Eliseo Falcón,DC,Séville FC,"5'11""",57,55,200,183,273,196,54,2017
 Miguelón,DD,Villarreal CF,"5'9""",68,72,226,211,325,183,54,2017
 Pablo Larrea,MC,Villarreal CF,"5'9""",59,65,230,299,322,130,50,2017
 Aarón,G,Málaga CF,"6'2""",34,41,109,115,224,54,295,2017
 Sergi Segura,DLG,CD Leganés,"5'10""",70,75,224,237,350,179,53,2017
 Juanan Entrena,MG,Grenade CF,"6'0""",62,61,294,310,299,87,50,2017
 Álex García,DC,Atlético Madrid,"5'11""",62,64,186,179,288,201,46,2017
 Olabe,MOC,Atlético Madrid,"5'9""",63,62,264,280,308,128,45,2017
 Roberto Núñez,BU,Atlético Madrid,"6'0""",59,63,270,239,328,74,42,2017
 Borja Galán,BU,Deportivo La Corogne,"5'11""",66,56,271,246,285,41,50,2017
 Cris Salvador,MDC,Sporting Gijón,"6'0""",60,60,251,273,307,169,39,2017
 Víctor Ruiz,DG,Sporting Gijón,"5'9""",72,73,229,217,343,178,50,2017
 Cifré,DD,Sporting Gijón,"5'9""",73,71,212,217,322,188,56,2017
 Pedro Díaz,MD,Sporting Gijón,"5'11""",64,60,266,261,288,74,49,2017
 Rubén Sánchez,BU,Sporting Gijón,"6'1""",57,59,272,226,297,95,41,2017
 Javi Jiménez,DC,Valence CF,"6'0""",59,59,210,194,303,187,44,2017
 Erik Ruiz,DC,Deportivo Alavés,"5'11""",64,64,186,160,293,193,48,2017
 Dani Iglesias,AT,Deportivo Alavés,"5'11""",51,53,301,277,279,54,62,2017
 Diego Parras,DD,UD Las Palmas,"6'0""",66,62,222,219,298,181,48,2017
 Eric Curbelo,DC,UD Las Palmas,"5'8""",65,69,224,222,313,184,50,2017
 O. Gutsulyak,MG,Villarreal CF,"6'0""",71,67,283,289,312,68,53,2017
 Javi Jiménez,DG,Málaga CF,"5'8""",64,63,227,229,305,185,57,2017
 Chiki,MD,CD Leganés,"5'7""",80,78,260,276,347,99,45,2017
 Molina,DD,CD Leganés,"5'11""",70,68,239,224,310,189,53,2017
 Pol,G,Grenade CF,"5'11""",61,56,114,134,298,46,304,2017
 Tachi,DC,Atlético Madrid,"5'11""",68,63,222,196,276,174,59,2017
 J. Narváez,BU,Real Betis Balompié,"5'11""",56,56,265,243,295,60,59,2017
 R. Le Normand,DC,Real Sociedad,"6'1""",56,57,186,176,252,177,61,2017
 Corral,DG,SD Eibar,"5'11""",75,69,191,189,329,176,48,2017
 Quique Cebriá,G,SD Eibar,"6'0""",29,21,61,75,167,29,302,2017
 Javi Díaz,G,Séville FC,"6'1""",55,58,76,119,272,40,297,2017
 Darío Poveda,BU,Villarreal CF,"6'0""",61,60,276,243,282,39,54,2017
 Luis Muñoz,DC,Málaga CF,"5'11""",54,67,176,145,284,191,57,2017
 J. Harper,BU,Málaga CF,"6'1""",74,72,244,234,335,44,55,2017
 Joel Arimany,BU,Málaga CF,"6'2""",53,62,258,230,261,50,49,2017
 Álex Mula,MG,Málaga CF,"5'10""",60,59,246,238,300,105,49,2017
 L. Messi,MOC,FC Barcelone,"5'7""",87,92,417,462,459,67,54,2018
 Cristiano Ronaldo,BU,Real Madrid,"6'2""",91,89,438,418,428,76,58,2018
 L. Suárez,AT,FC Barcelone,"6'0""",77,88,419,411,422,113,153,2018
 Sergio Ramos,DC,Real Madrid,"6'0""",77,75,361,357,376,265,46,2018
 T. Kroos,MC,Real Madrid,"6'0""",66,65,387,430,362,218,51,2018
 J. Oblak,G,Atlético Madrid,"6'2""",60,43,81,81,304,44,428,2018
 L. Modrić,MC,Real Madrid,"5'8""",71,75,370,418,421,219,52,2018
 D. Godín,DC,Atlético Madrid,"6'2""",70,64,315,299,340,262,49,2018
 A. Griezmann,BU,Atlético Madrid,"5'9""",86,87,424,407,433,90,63,2018
 G. Bale,BU,Real Madrid,"6'1""",95,93,424,423,416,158,52,2018
 M. ter Stegen,G,FC Barcelone,"6'2""",50,38,84,103,252,33,430,2018
 Piqué,DC,FC Barcelone,"6'4""",73,55,342,318,312,259,58,2018
 Jordi Alba,DLG,FC Barcelone,"5'7""",93,93,370,378,444,251,60,2018
 Sergio Busquets,MDC,FC Barcelone,"6'2""",52,50,329,376,307,245,48,2018
 Coutinho,MOC,FC Barcelone,"5'8""",77,88,364,426,432,108,48,2018
 Marcelo,DLG,Real Madrid,"5'9""",79,79,366,397,404,250,36,2018
 Filipe Luís,DG,Atlético Madrid,"6'0""",82,79,347,384,379,256,49,2018
 I. Rakitić,MOC,FC Barcelone,"6'0""",64,67,389,433,346,170,51,2018
 Casemiro,MDC,Real Madrid,"6'1""",65,63,324,362,335,261,67,2018
 Isco,MOC,Real Madrid,"5'9""",75,78,366,429,409,140,51,2018
 Koke,MC,Atlético Madrid,"5'10""",70,74,358,412,384,186,54,2018
 Diego Costa,BU,Atlético Madrid,"6'2""",78,76,380,332,349,101,55,2018
 K. Navas,G,Real Madrid,"6'1""",53,54,78,98,310,40,407,2018
 R. Varane,DC,Real Madrid,"6'3""",85,80,276,310,351,255,50,2018
 K. Benzema,AT,Real Madrid,"6'1""",78,78,398,375,377,40,41,2018
 Saúl,MC,Atlético Madrid,"6'0""",73,74,364,371,374,232,51,2018
 S. Umtiti,DC,FC Barcelone,"6'0""",75,74,344,353,363,253,66,2018
 Carvajal,DD,Real Madrid,"5'8""",86,76,304,349,404,256,65,2018
 Marco Asensio,MOC,Real Madrid,"6'0""",84,85,376,412,401,110,50,2018
 Aduriz,BU,Athletic Bilbao,"6'0""",72,69,390,330,336,139,57,2018
 Iago Aspas,AD,RC Celta,"5'9""",80,85,408,394,419,59,62,2018
 Parejo,MC,Valence CF,"6'0""",50,55,384,427,325,186,48,2018
 Sergio Asenjo,G,Villarreal CF,"6'2""",54,59,112,113,312,41,411,2018
 J. Giménez,DC,Atlético Madrid,"6'1""",72,68,261,241,323,256,52,2018
 Vitolo,MG,Atlético Madrid,"6'0""",79,81,380,391,378,69,65,2018
 O. Dembélé,MG,FC Barcelone,"5'10""",89,93,347,388,439,92,49,2018
 Paulinho,MC,FC Barcelone,"5'11""",76,76,380,378,372,228,57,2018
 E. Garay,DC,Valence CF,"6'2""",46,39,323,336,257,251,60,2018
 E. Banega,MC,Séville FC,"5'9""",67,71,347,417,381,198,45,2018
 S. N'Zonzi,MDC,Séville FC,"6'5""",61,52,339,347,269,236,68,2018
 S. Savić,DC,Atlético Madrid,"6'2""",65,60,244,244,317,251,66,2018
 Juanfran,DLD,Atlético Madrid,"5'11""",87,76,322,361,382,243,57,2018
 K. Gameiro,AT,Atlético Madrid,"5'8""",86,88,376,374,418,95,38,2018
 Sergi Roberto,DLD,FC Barcelone,"5'10""",80,80,345,366,381,243,66,2018
 André Gomes,MC,FC Barcelone,"6'2""",66,71,345,394,347,206,49,2018
 M. Kovačić,MOC,Real Madrid,"5'10""",77,85,340,403,396,184,34,2018
 Lucas Vázquez,MD,Real Madrid,"5'8""",82,85,347,397,418,125,50,2018
 Kepa,G,Athletic Bilbao,"6'2""",33,34,103,106,226,53,403,2018
 Iñigo Martínez,DC,Athletic Bilbao,"6'0""",74,72,282,323,352,250,63,2018
 Adán,G,Real Betis Balompié,"6'3""",55,55,95,93,292,43,405,2018
 Diego López,G,Espanyol Barcelone,"6'5""",52,34,75,78,260,41,397,2018
 G. Rulli,G,Real Sociedad,"6'2""",48,54,87,92,285,46,403,2018
 Willian José,BU,Real Sociedad,"6'2""",68,65,379,348,329,91,68,2018
 S. Zaza,BU,Valence CF,"6'1""",81,82,370,329,387,127,45,2018
 Víctor Ruiz,DC,Villarreal CF,"6'1""",64,59,282,307,318,253,46,2018
 Manu Trigueros,MC,Villarreal CF,"5'10""",73,73,365,396,377,194,50,2018
 C. Bacca,BU,Villarreal CF,"5'11""",78,77,374,342,388,42,45,2018
 Bruno,MC,Villarreal CF,"6'0""",41,42,320,391,277,233,51,2018
 Gabi,MC,Atlético Madrid,"5'11""",65,62,333,397,354,229,43,2018
 Nélson Semedo,DLD,FC Barcelone,"5'10""",92,91,299,314,436,233,64,2018
 J. Cillessen,G,FC Barcelone,"6'1""",50,54,105,97,279,41,394,2018
 Nacho Fernández,DC,Real Madrid,"5'11""",80,72,297,282,352,246,51,2018
 Williams,AD,Athletic Bilbao,"6'1""",94,92,371,331,391,97,66,2018
 Beñat,MC,Athletic Bilbao,"5'10""",52,65,340,404,340,198,59,2018
 Bartra,DC,Real Betis Balompié,"6'0""",75,77,312,336,377,244,58,2018
 R. Boudebouz,MOC,Real Betis Balompié,"5'10""",76,77,361,405,384,92,62,2018
 A. Guardado,MC,Real Betis Balompié,"5'7""",76,76,340,406,403,204,48,2018
 Rubén Castro,BU,Real Betis Balompié,"5'9""",77,80,358,350,408,37,57,2018
 D. Wass,MC,RC Celta,"5'11""",78,76,372,406,379,198,56,2018
 Pau López,G,Espanyol Barcelone,"6'2""",52,45,113,119,267,43,401,2018
 Illarramendi,MC,Real Sociedad,"5'10""",62,67,327,384,359,238,59,2018
 Neto,G,Valence CF,"6'3""",49,53,88,109,287,48,400,2018
 Gabriel Paulista,DC,Valence CF,"6'2""",75,73,303,299,367,246,58,2018
 G. Kondogbia,MDC,Valence CF,"6'2""",76,72,335,363,367,239,53,2018
 Rodrigo,BU,Valence CF,"6'0""",92,89,385,368,417,107,46,2018
 Dani García,MDC,SD Eibar,"5'11""",40,57,290,346,308,222,51,2018
 F. Vázquez,MOC,Séville FC,"6'1""",66,62,378,395,323,110,58,2018
 W. Ben Yedder,MOC,Séville FC,"5'7""",85,85,384,390,427,75,42,2018
 Sergio Rico,G,Séville FC,"6'4""",53,50,80,93,287,40,399,2018
 S. Vrsaljko,DD,Atlético Madrid,"5'11""",82,84,322,349,382,233,58,2018
 A. Correa,AT,Atlético Madrid,"5'8""",80,85,370,379,418,144,56,2018
 T. Partey,MDC,Atlético Madrid,"6'1""",78,75,327,354,357,234,49,2018
 Y. Mina,DC,FC Barcelone,"6'5""",66,53,293,233,286,243,51,2018
 Denis Suárez,MOC,FC Barcelone,"5'9""",79,80,348,402,400,141,48,2018
 Sidnei,DC,Deportivo La Corogne,"6'1""",62,65,280,278,298,239,61,2018
 Lucas Pérez,MOC,Deportivo La Corogne,"5'11""",81,80,379,392,391,74,50,2018
 Kiko Casilla,G,Real Madrid,"6'3""",49,32,104,106,256,38,397,2018
 De Marcos,DLD,Athletic Bilbao,"6'0""",89,83,330,356,408,221,51,2018
 Susaeta,MOC,Athletic Bilbao,"5'10""",74,81,353,415,387,66,43,2018
 Raúl García,BU,Athletic Bilbao,"6'0""",60,54,377,376,329,191,75,2018
 Hugo Mallo,DLD,RC Celta,"5'8""",75,73,273,333,372,237,54,2018
 G. Cabral,DC,RC Celta,"6'0""",42,43,244,250,283,245,47,2018
 P. Hernández,MC,RC Celta,"6'1""",70,72,327,385,348,194,55,2018
 P. Piatti,AG,Espanyol Barcelone,"5'4""",85,89,378,374,425,109,49,2018
 Gerard Moreno,BU,Espanyol Barcelone,"5'11""",83,80,372,338,384,124,56,2018
 Leo Baptistao,BU,Espanyol Barcelone,"5'11""",80,77,380,345,383,60,46,2018
 Moyá,G,Real Sociedad,"6'2""",34,46,78,100,257,41,401,2018
 Gonçalo Guedes,MG,Valence CF,"5'10""",89,88,352,371,419,89,50,2018
 J. Murillo,DC,Valence CF,"6'0""",78,75,285,248,376,247,60,2018
 F. Coquelin,MDC,Valence CF,"5'10""",75,73,306,324,377,239,51,2018
 Pedro León,MD,SD Eibar,"6'0""",67,64,348,424,345,116,64,2018
 C. Lenglet,DC,Séville FC,"6'1""",76,75,233,256,351,239,48,2018
 Pablo Sarabia,MOC,Séville FC,"5'9""",77,74,359,395,390,81,58,2018
 Roque Mesa,MDC,Séville FC,"5'7""",78,76,282,324,397,222,50,2018
 L. Muriel,BU,Séville FC,"5'10""",90,87,354,363,416,64,48,2018
 Mario Gaspar,DD,Villarreal CF,"6'0""",83,79,366,347,370,246,53,2018
 Samu Castillejo,MOC,Villarreal CF,"6'0""",87,86,329,390,414,90,66,2018
 L. Hernández,DC,Atlético Madrid,"6'0""",79,76,277,255,367,238,49,2018
 L. Digne,DLG,FC Barcelone,"5'10""",81,79,319,346,387,232,46,2018
 Paco Alcácer,BU,FC Barcelone,"5'9""",73,72,365,327,385,73,53,2018
 E. Çolak,MOC,Deportivo La Corogne,"5'7""",71,76,366,396,399,122,47,2018
 F. Andone,BU,Deportivo La Corogne,"5'11""",78,79,361,314,389,117,46,2018
 Mikel San José,MDC,Athletic Bilbao,"6'2""",47,38,347,302,269,228,50,2018
 Iturraspe,MDC,Athletic Bilbao,"6'2""",60,57,324,361,296,233,43,2018
 Herrerín,G,Athletic Bilbao,"6'2""",34,45,72,87,262,43,385,2018
 Muniain,MOC,Athletic Bilbao,"5'7""",78,85,328,379,425,122,45,2018
 Joaquín,MOC,Real Betis Balompié,"5'10""",65,71,362,412,353,109,50,2018
 A. Sanabria,BU,Real Betis Balompié,"5'11""",81,79,366,365,390,56,58,2018
 David López,DC,Espanyol Barcelone,"6'0""",62,58,325,298,301,236,54,2018
 Sergi Darder,MC,Espanyol Barcelone,"5'11""",55,62,314,365,346,202,43,2018
 Jurado,MOC,Espanyol Barcelone,"5'9""",69,71,355,400,373,72,52,2018
 D. Zurutuza,MC,Real Sociedad,"6'1""",68,67,348,362,345,209,56,2018
 A. Januzaj,MD,Real Sociedad,"6'0""",78,83,317,376,388,64,55,2018
 Oyarzabal,MOC,Real Sociedad,"5'11""",76,73,344,357,371,97,50,2018
 H. Moreno,DC,Real Sociedad,"6'0""",66,66,319,268,336,242,60,2018
 Gayà,DLG,Valence CF,"5'8""",89,83,339,357,412,233,53,2018
 Andreas Pereira,MG,Valence CF,"5'10""",79,78,364,404,389,175,53,2018
 Sergi Enrich,BU,SD Eibar,"5'11""",68,63,389,317,349,106,44,2018
 G. Mercado,DC,Séville FC,"5'11""",77,76,305,313,340,236,56,2018
 Escudero,DG,Séville FC,"5'9""",79,72,318,356,379,232,58,2018
 Nolito,MOC,Séville FC,"5'9""",70,74,342,387,392,94,53,2018
 Daniel Carriço,DC,Séville FC,"5'11""",59,54,310,294,313,236,66,2018
 Álvaro,DC,Villarreal CF,"6'0""",75,74,245,261,362,239,53,2018
 Jaume Costa,DG,Villarreal CF,"5'7""",84,83,314,338,391,231,61,2018
 Javi Fuego,MDC,Villarreal CF,"6'0""",52,61,306,341,317,237,58,2018
 Campaña,MC,Levante UD,"5'10""",66,66,343,397,351,222,42,2018
 Morales,MG,Levante UD,"5'11""",88,89,339,378,398,142,64,2018
 Antunes,DG,Getafe CF,"5'9""",82,78,336,389,389,234,50,2018
 N. Amrabat,MD,CD Leganés,"5'10""",80,83,369,374,403,167,51,2018
 C. Stuani,BU,Girona CF,"6'1""",68,70,377,327,348,130,63,2018
 T. Vermaelen,DC,FC Barcelone,"6'0""",67,69,332,323,323,230,52,2018
 C. Borges,MDC,Deportivo La Corogne,"6'0""",62,59,357,365,321,228,54,2018
 Adrián,BU,Deportivo La Corogne,"6'0""",65,75,359,354,356,56,60,2018
 Vallejo,DC,Real Madrid,"6'0""",77,69,271,258,361,237,57,2018
 Marcos Llorente,MDC,Real Madrid,"6'0""",60,57,284,322,312,224,51,2018
 Dani Ceballos,MC,Real Madrid,"5'10""",65,72,306,373,360,221,63,2018
 Balenziaga,DG,Athletic Bilbao,"5'10""",76,73,312,322,358,236,49,2018
 Etxeita,DC,Athletic Bilbao,"6'1""",59,43,244,243,300,239,38,2018
 Yeray,DC,Athletic Bilbao,"6'0""",69,66,291,303,346,232,52,2018
 A. Mandi,DC,Real Betis Balompié,"6'0""",69,66,314,326,353,235,64,2018
 Javi García,DC,Real Betis Balompié,"6'1""",66,64,333,313,320,226,58,2018
 Cristian Tello,MD,Real Betis Balompié,"5'10""",91,93,343,368,418,76,56,2018
 Z. Feddal,DC,Real Betis Balompié,"6'3""",65,56,280,263,277,233,57,2018
 Sergio,G,RC Celta,"5'10""",43,44,89,104,260,34,386,2018
 Jonny,DG,RC Celta,"5'9""",81,78,280,316,375,239,45,2018
 M. Gómez,BU,RC Celta,"6'1""",68,64,358,324,313,65,46,2018
 N. Radoja,MDC,RC Celta,"6'1""",49,57,277,296,295,234,52,2018
 Victor Sánchez,MDC,Espanyol Barcelone,"5'9""",65,62,335,368,356,240,47,2018
 Granero,MC,Espanyol Barcelone,"5'11""",55,60,347,395,326,190,58,2018
 Odriozola,DD,Real Sociedad,"5'9""",84,83,318,313,400,231,52,2018
 Diego Llorente,DC,Real Sociedad,"6'1""",66,66,279,269,337,236,47,2018
 Canales,MOC,Real Sociedad,"5'11""",62,65,335,387,329,53,68,2018
 Montoya,DD,Valence CF,"5'9""",84,84,320,343,399,233,53,2018
 Carlos Soler,MOC,Valence CF,"5'11""",78,77,348,386,375,189,51,2018
 L. Vietto,AT,Valence CF,"5'8""",75,75,369,367,389,95,56,2018
 Pacheco,G,Deportivo Alavés,"6'1""",42,48,75,94,279,42,375,2018
 J. Guidetti,BU,Deportivo Alavés,"6'1""",68,66,364,354,335,79,56,2018
 H. Pérez,MD,Deportivo Alavés,"5'11""",78,80,344,352,380,59,63,2018
 T. Inui,MOC,SD Eibar,"5'7""",79,89,316,387,427,100,57,2018
 F. Orellana,MOC,SD Eibar,"5'6""",75,80,359,392,375,90,65,2018
 Capa,DLD,SD Eibar,"5'8""",87,85,317,321,407,227,54,2018
 Charles,BU,SD Eibar,"5'10""",64,65,348,330,368,96,53,2018
 G. Escalante,MDC,SD Eibar,"6'0""",75,73,311,331,358,237,52,2018
 S. Kjær,DC,Séville FC,"6'2""",68,60,304,301,307,232,54,2018
 Jesús Navas,MD,Séville FC,"5'7""",87,89,339,361,425,183,55,2018
 M. Layún,DD,Séville FC,"5'10""",78,77,352,367,381,225,52,2018
 G. Pizarro,MDC,Séville FC,"6'1""",60,64,331,338,312,227,57,2018
 Ganso,MOC,Séville FC,"6'0""",34,36,372,402,266,96,53,2018
 N. Pareja,DC,Séville FC,"5'11""",35,42,321,362,262,233,70,2018
 Pablo Fornals,MOC,Villarreal CF,"5'10""",67,68,346,352,360,215,54,2018
 R. Soriano,MOC,Villarreal CF,"6'0""",77,77,368,375,382,189,61,2018
 Roberto,G,Málaga CF,"6'4""",48,45,100,109,279,48,385,2018
 R. Rosales,DLD,Málaga CF,"5'9""",78,77,319,348,398,224,58,2018
 D. Rolán,BU,Málaga CF,"5'10""",80,76,365,353,383,107,49,2018
 Coke,DD,Levante UD,"5'10""",75,75,343,323,368,231,54,2018
 L. Rémy,BU,Getafe CF,"6'1""",77,79,354,324,372,68,60,2018
 A. Szymanowski,MG,CD Leganés,"5'9""",86,91,362,341,420,120,47,2018
 Portu,MOC,Girona CF,"5'10""",84,87,357,365,392,172,67,2018
 F. Schär,DC,Deportivo La Corogne,"6'1""",52,62,336,339,317,228,53,2018
 Luisinho,DLG,Deportivo La Corogne,"5'7""",70,75,320,350,375,232,49,2018
 M. Krohn-Dehli,MOC,Deportivo La Corogne,"5'7""",66,69,330,392,365,183,60,2018
 F. Cartabia,MD,Deportivo La Corogne,"5'7""",75,81,338,376,392,88,50,2018
 Carles Gil,MOC,Deportivo La Corogne,"5'7""",70,70,337,373,365,118,58,2018
 Jordi Amat,DC,Real Betis Balompié,"6'1""",72,63,235,243,322,235,46,2018
 Fabián,MOC,Real Betis Balompié,"6'2""",70,72,349,362,356,221,60,2018
 Sergio León,BU,Real Betis Balompié,"5'10""",78,79,340,320,389,80,49,2018
 J. Campbell,MD,Real Betis Balompié,"5'10""",85,86,336,365,404,120,66,2018
 Sergi Gómez,DC,RC Celta,"6'1""",36,51,270,303,268,231,60,2018
 Jozabed,MOC,RC Celta,"5'11""",65,70,330,352,349,197,48,2018
 P. Sisto,MD,RC Celta,"5'7""",85,84,339,375,410,154,52,2018
 Rubén Blanco,G,RC Celta,"6'2""",52,54,105,87,281,34,381,2018
 Aarón Martín,DG,Espanyol Barcelone,"5'11""",75,72,277,323,356,236,59,2018
 C. Sánchez,MDC,Espanyol Barcelone,"6'0""",68,72,299,330,318,222,44,2018
 Sergio García,MOC,Espanyol Barcelone,"5'9""",72,73,371,376,362,77,56,2018
 Juanmi,AT,Real Sociedad,"5'8""",78,80,365,331,397,78,47,2018
 Santi Mina,BU,Valence CF,"5'11""",78,77,355,346,385,153,54,2018
 Bojan,MOC,Deportivo Alavés,"5'7""",74,77,332,368,390,61,48,2018
 D. Torres,MDC,Deportivo Alavés,"6'0""",58,61,302,324,329,216,61,2018
 Paulo Oliveira,DC,SD Eibar,"6'2""",73,67,244,240,322,229,52,2018
 Yoel,G,SD Eibar,"6'1""",43,35,98,102,235,36,384,2018
 A. Halilović,MOC,UD Las Palmas,"5'7""",74,80,301,384,393,63,60,2018
 Vicente Gómez,MC,UD Las Palmas,"6'2""",50,40,329,332,262,207,59,2018
 J. Calleri,BU,UD Las Palmas,"5'11""",75,73,351,299,377,100,45,2018
 Bigas,DC,UD Las Palmas,"5'11""",75,74,313,259,351,229,62,2018
 J. Correa,MOC,Séville FC,"6'2""",82,78,338,370,369,92,44,2018
 S. Corchia,DD,Séville FC,"5'9""",76,76,340,384,380,232,46,2018
 Rodri,MC,Villarreal CF,"6'3""",69,72,337,346,358,216,49,2018
 M. Barbosa,G,Villarreal CF,"6'2""",43,42,86,91,256,39,383,2018
 N. Sansone,MOC,Villarreal CF,"5'9""",81,82,361,367,405,92,55,2018
 Luís Hernández,DC,Málaga CF,"6'0""",72,71,302,301,357,235,43,2018
 Recio,MC,Málaga CF,"6'0""",54,58,317,368,317,210,52,2018
 M. Lestienne,MG,Málaga CF,"5'9""",84,85,334,368,409,90,54,2018
 Guaita,G,Getafe CF,"6'3""",52,51,118,125,282,42,381,2018
 Bruno,DC,Getafe CF,"6'1""",39,34,209,246,211,234,50,2018
 Borja García,MOC,Girona CF,"5'9""",80,85,330,356,389,172,63,2018
 Marc Muniesa,DC,Girona CF,"5'10""",64,51,286,298,313,237,67,2018
 Aleix Vidal,MD,FC Barcelone,"5'10""",93,89,326,342,415,210,47,2018
 Juanfran,DD,Deportivo La Corogne,"5'11""",81,76,324,341,376,219,59,2018
 Guilherme,MDC,Deportivo La Corogne,"5'10""",67,62,319,347,345,219,50,2018
 Bóveda,DD,Deportivo La Corogne,"5'11""",76,73,322,311,349,232,53,2018
 Unai Núñez,DC,Athletic Bilbao,"6'1""",70,67,216,186,312,228,50,2018
 Mikel Rico,MDC,Athletic Bilbao,"5'10""",48,60,303,326,329,216,50,2018
 Camarasa,MC,Real Betis Balompié,"6'0""",61,66,322,351,336,199,53,2018
 F. Roncaglia,DC,RC Celta,"5'10""",70,63,270,328,339,233,65,2018
 Javi López,DD,Espanyol Barcelone,"5'11""",75,69,310,323,363,232,53,2018
 O. Duarte,DC,Espanyol Barcelone,"6'1""",69,60,245,222,307,236,53,2018
 Raúl Navas,DC,Real Sociedad,"6'1""",51,55,280,251,287,236,57,2018
 Rubén Pardo,MOC,Real Sociedad,"5'11""",68,65,300,375,356,189,46,2018
 Aritz,DC,Real Sociedad,"5'11""",74,68,274,258,341,233,52,2018
 Jaume,G,Valence CF,"6'1""",58,58,107,115,304,45,376,2018
 Laguardia,DC,Deportivo Alavés,"6'1""",67,58,260,223,304,230,58,2018
 Ibai Gómez,MOC,Deportivo Alavés,"5'10""",76,77,347,402,377,158,53,2018
 Munir,BU,Deportivo Alavés,"5'9""",83,80,356,350,390,72,56,2018
 Alexis,DC,Deportivo Alavés,"6'0""",64,56,272,268,303,224,60,2018
 P. Diop,DC,SD Eibar,"5'10""",59,55,326,346,320,215,54,2018
 Michel Macedo,DD,UD Las Palmas,"5'9""",88,83,298,292,404,216,42,2018
 Gálvez,DC,UD Las Palmas,"6'2""",45,40,256,323,265,223,46,2018
 Sandro,BU,Séville FC,"5'9""",76,77,348,363,392,64,52,2018
 J. Geis,MDC,Séville FC,"5'11""",59,59,344,379,329,225,68,2018
 D. Cheryshev,MG,Villarreal CF,"5'10""",80,77,348,359,379,159,52,2018
 D. Bonera,DC,Villarreal CF,"6'0""",33,36,230,220,228,240,15,2018
 A. Rukavina,DD,Villarreal CF,"5'9""",76,71,300,312,370,231,42,2018
 E. Ünal,BU,Villarreal CF,"6'1""",76,78,338,329,364,80,56,2018
 Andrés Fernández,G,Villarreal CF,"6'1""",55,58,100,108,310,40,370,2018
 F. Ricca,DG,Málaga CF,"5'10""",72,73,270,251,342,231,48,2018
 Keko,MOC,Málaga CF,"5'8""",75,77,326,371,376,120,51,2018
 Borja Bastón,BU,Málaga CF,"6'3""",66,57,348,302,299,70,47,2018
 J. Añor,MOC,Málaga CF,"5'9""",72,69,331,379,365,125,46,2018
 J. Lerma,MDC,Levante UD,"5'10""",79,76,312,352,379,223,57,2018
 E. Bardhi,MOC,Levante UD,"5'8""",68,78,351,402,371,105,51,2018
 Roger,BU,Levante UD,"5'10""",82,79,356,284,387,79,65,2018
 G. Pazzini,BU,Levante UD,"5'11""",66,66,367,284,352,58,23,2018
 Rochina,MOC,Levante UD,"6'0""",72,75,340,376,355,114,60,2018
 D. Siovas,DC,CD Leganés,"6'4""",47,45,260,283,261,230,54,2018
 Diego Rico,DG,CD Leganés,"6'0""",79,72,312,330,354,219,55,2018
 Serantes,G,CD Leganés,"6'0""",65,55,88,115,290,61,375,2018
 B. Espinosa,DC,Girona CF,"6'4""",57,51,284,257,265,228,59,2018
 Juanpe,DC,Girona CF,"6'3""",67,49,229,224,240,231,51,2018
 Pere Pons,MDC,Girona CF,"5'10""",70,72,298,337,361,222,51,2018
 Timor,MDC,Girona CF,"6'1""",58,44,281,371,285,208,51,2018
 Alcalá,DC,Girona CF,"6'5""",53,34,257,305,229,229,52,2018
 Iraizoz,G,Girona CF,"6'3""",33,32,81,71,218,36,381,2018
 Mosquera,MC,Deportivo La Corogne,"6'0""",48,65,312,366,316,199,57,2018
 T. Hernández,DG,Real Madrid,"6'0""",91,88,322,331,379,223,43,2018
 Lekue,MD,Athletic Bilbao,"5'11""",86,89,321,346,397,204,66,2018
 Córdoba,AG,Athletic Bilbao,"5'11""",84,85,315,321,386,138,54,2018
 Sabin Merino,BU,Athletic Bilbao,"6'2""",80,73,366,351,335,118,52,2018
 Barragán,DD,Real Betis Balompié,"6'0""",73,71,311,313,347,230,43,2018
 S. Lobotka,MC,RC Celta,"5'7""",67,72,285,350,374,185,60,2018
 Hermoso,DC,Espanyol Barcelone,"6'0""",88,80,267,311,377,231,44,2018
 Naldo,DC,Espanyol Barcelone,"6'2""",55,52,220,249,268,235,38,2018
 Rúben Vezo,DC,Valence CF,"6'0""",67,70,284,267,340,225,52,2018
