name,poste,Team,taille,accélération,speed,offensif,technique,mouvement,defense general,gardien general,Years
 F. Forster,G,Southampton,"6'7""",35,32,91,101,211,38,384,2017
 J. Clasie,MC,Southampton,"5'7""",65,68,285,378,377,198,53,2017
 C. Austin,BU,Southampton,"6'2""",74,66,350,288,338,90,49,2017
 B. Davies,DG,Tottenham Hotspur,"6'0""",77,79,300,327,365,240,45,2017
 K. Wimmer,DC,Tottenham Hotspur,"6'2""",70,64,249,252,332,237,61,2017
 A. Carroll,BU,West Ham United,"6'3""",65,69,371,292,323,131,56,2017
 G. Töre,MG,West Ham United,"5'9""",86,85,348,391,402,94,51,2017
 R. Huth,DC,Leicester City,"6'3""",49,32,277,240,224,232,59,2017
 S. Okazaki,BU,Leicester City,"5'9""",74,79,363,319,391,116,42,2017
 A. Nyom,DC,West Bromwich Albion,"6'2""",82,76,280,302,331,241,52,2017
 N. Chadli,MOC,West Bromwich Albion,"6'2""",78,76,368,386,348,129,58,2017
 Gomes,G,Watford,"6'3""",52,50,80,84,285,43,375,2017
 T. Cleverley,MC,Watford,"5'9""",74,66,337,360,366,155,60,2017
 M. Niang,MOC,Watford,"6'0""",92,85,345,357,401,60,22,2017
 T. Deeney,BU,Watford,"6'0""",69,69,364,304,351,87,64,2017
 A. Townsend,MD,Crystal Palace,"5'11""",85,86,337,375,396,97,59,2017
 M. Diouf,BU,Stoke City,"6'1""",87,88,367,234,394,92,5,2017
 A. N'Diaye,MDC,Hull City,"6'2""",77,66,266,277,334,233,56,2017
 D. Mbokani,BU,Hull City,"6'1""",81,76,347,294,381,80,45,2017
 J. Cork,MDC,Swansea City,"6'1""",55,64,322,291,330,225,52,2017
 Ki Sung Yueng,MOC,Swansea City,"6'1""",68,64,359,392,328,196,49,2017
 J. Montero,MD,Swansea City,"5'7""",90,91,327,373,420,82,61,2017
 Borja Bastón,BU,Swansea City,"6'3""",67,58,352,307,305,70,47,2017
 M. Elneny,MDC,Arsenal,"5'11""",64,61,300,348,326,217,55,2017
 R. Funes Mori,DC,Everton,"6'1""",75,69,285,294,342,229,48,2017
 D. Ings,BU,Liverpool,"5'10""",84,89,345,309,408,84,57,2017
 S. Davis,MC,Southampton,"5'8""",67,67,330,372,369,204,49,2017
 J. Rodriguez,BU,Southampton,"6'1""",84,79,375,318,384,65,63,2017
 G. Nkoudou,MD,Tottenham Hotspur,"5'9""",92,92,342,349,434,114,50,2017
 K. Trippier,DLD,Tottenham Hotspur,"5'10""",78,78,315,364,381,225,54,2017
 V. Janssen,BU,Tottenham Hotspur,"6'0""",76,72,327,267,357,60,62,2017
 M. Noble,MC,West Ham United,"5'11""",50,49,342,366,312,215,54,2017
 C. Kouyaté,DC,West Ham United,"6'4""",79,76,317,291,359,226,53,2017
 R. Snodgrass,MD,West Ham United,"6'0""",63,69,342,393,338,125,59,2017
 Pedro Obiang,MDC,West Ham United,"6'1""",70,69,328,348,345,224,36,2017
 H. Nordtveit,DC,West Ham United,"6'2""",64,63,294,342,324,234,54,2017
 W. Morgan,DC,Leicester City,"6'1""",54,46,191,199,259,231,45,2017
 C. Fuchs,DLG,Leicester City,"6'1""",66,66,363,385,333,228,70,2017
 M. Albrighton,MG,Leicester City,"5'9""",78,80,338,374,384,133,61,2017
 N. Mendy,MDC,Leicester City,"5'6""",73,75,303,336,384,226,62,2017
 D. Gibson,MC,Sunderland,"5'11""",64,52,347,361,306,228,55,2017
 L. Cattermole,MDC,Sunderland,"5'10""",68,67,308,328,340,234,64,2017
 P. Djilobodji,DC,Sunderland,"6'4""",72,70,219,263,300,234,50,2017
 J. Kirchhoff,DC,Sunderland,"6'5""",74,65,287,281,294,231,52,2017
 S. Prödl,DC,Watford,"6'5""",52,53,241,203,245,230,54,2017
 J. Holebas,DG,Watford,"6'1""",86,78,332,357,386,234,71,2017
 V. Behrami,MDC,Watford,"6'1""",67,66,337,354,349,225,56,2017
 E. Capoue,MDC,Watford,"6'3""",55,65,346,320,302,232,60,2017
 D. Janmaat,DLD,Watford,"6'1""",75,74,335,338,366,226,50,2017
 C. Pantilimon,G,Watford,"6'8""",42,48,97,100,214,50,376,2017
 S. Okaka,BU,Watford,"6'1""",78,73,342,285,328,60,34,2017
 A. Doucouré,MDC,Watford,"6'0""",76,65,350,310,335,217,68,2017
 M. Zárate,BU,Watford,"5'9""",78,82,350,393,395,86,57,2017
 B. Dja Djédjé,DLD,Watford,"5'6""",84,79,294,314,401,228,50,2017
 S. Defour,MC,Burnley,"5'9""",66,71,344,370,367,216,53,2017
 J. McArthur,MDC,Crystal Palace,"5'10""",64,67,317,332,361,217,5,2017
 J. Allen,MC,Stoke City,"5'6""",63,67,300,335,382,215,49,2017
 M. Gradel,MD,Bournemouth,"5'9""",86,87,356,366,403,113,53,2017
 K. Grosicki,MD,Hull City,"5'11""",90,85,367,345,395,64,66,2017
 C. Davies,DC,Hull City,"6'2""",68,68,230,214,329,233,51,2017
 L. Fer,MC,Swansea City,"6'2""",76,74,364,322,347,205,61,2017
 Jordi Amat,DC,Swansea City,"6'1""",72,63,235,243,322,235,46,2017
 L. Britton,MC,Swansea City,"5'6""",54,52,293,355,352,214,55,2017
 C. Musonda,MG,Chelsea,"5'8""",87,89,301,349,423,63,36,2017
 Joel Robles,G,Everton,"6'5""",52,49,63,97,256,40,380,2017
 M. Stekelenburg,G,Everton,"6'6""",45,35,93,106,215,47,382,2017
 E. Valencia,BU,Everton,"5'9""",85,86,348,346,393,119,54,2017
 M. Bešić,DC,Everton,"5'10""",75,68,279,327,368,232,53,2017
 Alberto Moreno,MG,Liverpool,"5'7""",89,89,314,321,419,209,54,2017
 B. Espinosa,DC,Middlesbrough,"6'4""",60,56,285,257,276,227,59,2017
 J. Ward-Prowse,MC,Southampton,"5'8""",68,69,330,394,363,182,64,2017
 A. McCarthy,G,Southampton,"6'4""",56,58,89,102,261,38,367,2017
 S. Long,BU,Southampton,"5'10""",84,84,350,288,392,87,55,2017
 J. Collins,DC,West Ham United,"6'4""",34,47,252,255,218,229,63,2017
 A. Cresswell,DG,West Ham United,"5'7""",78,78,308,363,392,229,51,2017
 J. Calleri,BU,West Ham United,"5'9""",76,75,343,299,380,100,45,2017
 O. Ndidi,DC,Leicester City,"6'2""",78,76,306,290,360,229,54,2017
 A. Musa,BU,Leicester City,"5'9""",92,95,348,314,439,72,61,2017
 J. Pickford,G,Sunderland,"6'1""",41,48,99,102,257,46,386,2017
 L. Koné,DC,Sunderland,"6'1""",66,55,261,225,291,218,56,2017
 A. Januzaj,MOC,Sunderland,"6'0""",77,84,303,373,379,64,55,2017
 F. Borini,BU,Sunderland,"5'11""",77,79,371,340,375,63,43,2017
 Manquillo,DD,Sunderland,"5'11""",78,82,284,336,367,226,60,2017
 G. McAuley,DC,West Bromwich Albion,"6'5""",34,50,260,216,226,227,52,2017
 D. Fletcher,MDC,West Bromwich Albion,"6'0""",53,55,362,331,309,238,52,2017
 M. Phillips,MD,West Bromwich Albion,"6'0""",88,90,311,335,396,104,66,2017
 J. Morrison,MOC,West Bromwich Albion,"5'10""",68,69,370,355,366,179,54,2017
 M. Britos,DC,Watford,"6'2""",55,54,236,268,278,234,57,2017
 C. Kabasele,DC,Watford,"6'2""",78,77,288,241,353,231,61,2017
 Y. Kaboul,DC,Watford,"6'3""",70,52,259,246,288,223,45,2017
 M. Lowton,DD,Burnley,"5'11""",76,79,342,321,368,221,43,2017
 R. Brady,MG,Burnley,"5'9""",82,85,332,384,392,201,47,2017
 A. Gray,BU,Burnley,"5'11""",91,91,337,282,409,50,61,2017
 L. Milivojević,MDC,Crystal Palace,"6'1""",65,62,306,348,318,215,56,2017
 J. Tomkins,DC,Crystal Palace,"6'4""",56,55,243,232,288,236,48,2017
 G. Johnson,DLD,Stoke City,"6'0""",76,76,332,347,367,228,40,2017
 G. Cameron,DC,Stoke City,"6'3""",69,68,316,325,337,235,53,2017
 G. Whelan,MDC,Stoke City,"5'11""",50,32,331,351,295,221,66,2017
 S. Berahino,BU,Stoke City,"5'11""",80,85,328,332,381,61,57,2017
 C. Adam,MC,Stoke City,"6'1""",46,55,381,384,299,176,36,2017
 Marc Muniesa,DC,Stoke City,"5'10""",68,54,283,298,320,229,67,2017
 A. Boruc,G,Bournemouth,"6'4""",39,37,72,98,228,53,365,2017
 C. Wilson,BU,Bournemouth,"5'11""",90,93,328,315,413,84,49,2017
 L. Marković,MOC,Hull City,"5'9""",92,91,329,364,426,105,45,2017
 M. Dawson,DC,Hull City,"6'2""",30,32,204,181,238,235,48,2017
 T. Huddlestone,MC,Hull City,"6'2""",50,34,368,371,235,204,48,2017
 W. Routledge,MD,Swansea City,"5'7""",74,71,321,321,387,113,59,2017
 L. Narsingh,AD,Swansea City,"5'9""",93,93,319,322,419,69,46,2017
 J. Ayew,BU,Swansea City,"6'0""",77,77,367,366,383,70,45,2017
 N. Dyer,MD,Swansea City,"5'6""",84,88,297,322,419,126,61,2017
 Àngel Rangel,DC,Swansea City,"5'11""",55,64,325,339,317,235,49,2017
 N. Aké,DC,Chelsea,"5'11""",79,77,301,326,358,224,50,2017
 Eduardo,G,Chelsea,"6'2""",44,46,78,100,276,53,373,2017
 A. Koné,BU,Everton,"6'0""",76,75,343,310,356,91,42,2017
 K. Iheanacho,BU,Manchester City,"6'2""",85,89,322,326,393,49,48,2017
 C. Chambers,DC,Middlesbrough,"6'0""",70,61,307,314,330,231,56,2017
 Fábio,DLD,Middlesbrough,"5'8""",79,85,302,331,403,220,54,2017
 M. de Roon,MDC,Middlesbrough,"6'1""",69,71,333,310,351,224,60,2017
 M. Yoshida,DC,Southampton,"6'2""",66,67,250,243,342,231,55,2017
 Oriol Romeu,MDC,Southampton,"6'0""",55,66,227,299,306,218,63,2017
 N. Redmond,MD,Southampton,"5'8""",86,89,296,353,412,74,58,2017
 P. Højbjerg,MC,Southampton,"6'1""",68,68,314,365,359,201,50,2017
 J. Pied,MD,Southampton,"5'8""",78,77,363,373,378,213,51,2017
 D. Sakho,BU,West Ham United,"6'0""",77,77,343,313,363,69,60,2017
 A. Masuaku,MG,West Ham United,"5'10""",84,87,327,339,399,220,39,2017
 D. Simpson,DC,Leicester City,"5'10""",72,76,279,265,368,228,58,2017
 Y. Benalouane,DC,Leicester City,"6'1""",68,69,264,273,327,224,65,2017
 J. Rodwell,MC,Sunderland,"6'2""",64,64,356,332,337,211,57,2017
 S. Larsson,MC,Sunderland,"5'10""",55,51,378,395,322,185,54,2017
 V. Mannone,G,Sunderland,"6'2""",60,59,95,99,281,50,365,2017
 S. Pienaar,MOC,Sunderland,"5'7""",64,72,350,378,375,126,59,2017
 J. Livermore,MDC,West Bromwich Albion,"5'11""",68,68,335,349,348,208,51,2017
 B. Mee,DC,Burnley,"5'11""",69,69,259,262,345,225,58,2017
 J. Ward,DC,Crystal Palace,"6'2""",69,68,297,277,339,232,43,2017
 P. van Aanholt,DG,Crystal Palace,"5'9""",88,89,313,318,408,218,45,2017
 M. Flamini,MDC,Crystal Palace,"5'10""",57,63,338,325,328,221,38,2017
 P. Souaré,DG,Crystal Palace,"5'10""",77,81,308,358,380,223,56,2017
 E. Pieters,DC,Stoke City,"6'0""",69,67,272,320,329,238,61,2017
 P. Crouch,BU,Stoke City,"6'7""",49,47,373,309,259,77,58,2017
 J. Walters,BU,Stoke City,"6'0""",68,67,365,326,356,161,45,2017
 S. Cook,DC,Bournemouth,"6'1""",53,67,234,226,315,226,59,2017
 A. Surman,MC,Bournemouth,"5'10""",62,64,327,351,331,192,61,2017
 H. Arter,MC,Bournemouth,"5'10""",69,69,324,354,361,184,43,2017
 A. Ranocchia,DC,Hull City,"6'5""",54,52,231,254,246,232,65,2017
 O. Niasse,BU,Hull City,"6'0""",76,86,343,282,372,67,52,2017
 A. Hernández,BU,Hull City,"6'1""",85,87,331,333,398,69,43,2017
 M. Henriksen,BU,Hull City,"6'2""",68,62,357,316,333,193,68,2017
 D. Marshall,G,Hull City,"6'3""",50,48,80,98,245,40,364,2017
 K. Naughton,DD,Swansea City,"5'11""",75,76,311,269,363,228,51,2017
 M. Olsson,DG,Swansea City,"5'10""",86,79,322,325,377,223,48,2017
 A. Iwobi,MOC,Arsenal,"5'11""",77,78,285,313,382,78,58,2017
 A. Clayton,MDC,Middlesbrough,"5'9""",70,68,285,346,351,210,55,2017
 R. Gestede,BU,Middlesbrough,"6'4""",76,68,322,296,317,78,48,2017
 V. Fischer,MOC,Middlesbrough,"5'11""",77,76,343,355,372,86,62,2017
 D. Randolph,G,West Ham United,"6'1""",44,41,90,110,244,41,371,2017
 D. Amartey,MDC,Leicester City,"6'0""",78,76,308,286,364,209,62,2017
 L. Ulloa,BU,Leicester City,"6'1""",54,54,351,313,296,120,56,2017
 M. Wagué,DC,Leicester City,"6'3""",65,55,211,197,291,223,39,2017
 J. O'Shea,DC,Sunderland,"6'3""",32,34,252,253,240,227,60,2017
 D. Ndong,MDC,Sunderland,"5'10""",69,71,298,313,354,223,61,2017
 J. Denayer,DC,Sunderland,"6'0""",78,79,280,249,339,226,62,2017
 V. Anichebe,BU,Sunderland,"6'1""",76,66,353,263,317,127,59,2017
 J. McClean,MG,West Bromwich Albion,"5'11""",78,74,339,350,371,175,68,2017
 M. Wilson,DC,West Bromwich Albion,"6'2""",67,67,298,310,329,227,49,2017
 I. Success,BU,Watford,"6'0""",89,85,329,321,377,79,55,2017
 S. Ward,DG,Burnley,"6'0""",70,69,337,332,342,222,62,2017
 J. Hendrick,MC,Burnley,"6'1""",70,70,331,347,353,200,50,2017
 S. Vokes,BU,Burnley,"6'2""",65,60,347,298,301,95,52,2017
 W. Hennessey,G,Crystal Palace,"6'6""",41,40,59,56,243,46,378,2017
 D. Delaney,DC,Crystal Palace,"6'3""",41,33,238,221,213,226,52,2017
 J. Puncheon,MOC,Crystal Palace,"5'8""",72,69,337,377,371,187,68,2017
 J. Ledley,MDC,Crystal Palace,"6'0""",59,62,331,328,327,208,57,2017
 C. Wickham,BU,Crystal Palace,"6'2""",73,69,338,320,324,67,52,2017
 S. Ireland,MOC,Stoke City,"5'8""",55,65,330,342,350,136,60,2017
 S. Francis,DC,Bournemouth,"6'3""",70,68,267,320,323,226,48,2017
 C. Daniels,DLG,Bournemouth,"5'10""",78,79,291,346,368,219,56,2017
 B. Afobe,BU,Bournemouth,"6'0""",82,85,329,321,374,60,39,2017
 J. King,BU,Bournemouth,"5'11""",92,88,331,307,399,68,51,2017
 A. Elmohamady,MD,Hull City,"6'0""",78,77,350,363,363,205,47,2017
 H. Maguire,DC,Hull City,"6'2""",54,43,238,259,250,222,62,2017
 A. Robertson,DG,Hull City,"5'10""",85,79,305,304,390,213,50,2017
 Evandro,MOC,Hull City,"5'10""",64,68,348,374,356,124,50,2017
 O. Elabdellaoui,DD,Hull City,"5'10""",82,85,303,349,400,215,43,2017
 R. Mason,MC,Hull City,"5'9""",68,69,332,357,361,212,57,2017
 M. van der Hoorn,DC,Swansea City,"6'3""",66,40,241,225,245,223,58,2017
 C. Jenkinson,DD,Arsenal,"6'1""",78,68,303,312,346,223,65,2017
 Kenedy,MG,Chelsea,"6'0""",79,86,316,334,378,135,64,2017
 Barragán,DD,Middlesbrough,"6'0""",73,72,300,310,345,224,43,2017
 B. Gibson,DC,Middlesbrough,"6'1""",65,64,208,200,316,227,63,2017
 Adama,AD,Middlesbrough,"5'10""",93,92,294,307,410,59,52,2017
 S. Downing,MG,Middlesbrough,"5'11""",69,70,345,374,354,103,63,2017
 C. Stuani,BU,Middlesbrough,"6'0""",70,71,361,325,350,130,63,2017
 G. Friend,DG,Middlesbrough,"6'2""",73,75,288,326,334,223,57,2017
 Daniel Ayala,DC,Middlesbrough,"6'3""",65,66,232,256,310,218,54,2017
 F. Gardoş,DC,Southampton,"6'4""",53,55,303,267,282,217,61,2017
 Pau López,G,Tottenham Hotspur,"6'2""",52,45,112,101,265,43,358,2017
 S. Byram,DD,West Ham United,"5'11""",78,77,311,298,375,210,63,2017
 B. Myhill,G,West Bromwich Albion,"6'3""",46,41,85,107,252,40,362,2017
 C. Cathcart,DC,Watford,"6'2""",67,55,243,245,313,226,48,2017
 A. Mariappa,DC,Watford,"5'10""",71,75,244,240,363,231,52,2017
 J. Zúñiga,MD,Watford,"5'8""",84,88,326,361,414,210,48,2017
 B. Watson,MC,Watford,"5'10""",54,64,338,370,337,205,47,2017
 G. Boyd,MD,Burnley,"6'1""",68,66,330,353,347,178,54,2017
 A. Westwood,MC,Burnley,"5'7""",63,70,291,357,361,191,51,2017
 A. Barnes,BU,Burnley,"6'1""",69,70,343,316,333,118,47,2017
 J. Gudmundsson,MG,Burnley,"5'10""",78,80,337,366,372,144,45,2017
 M. Kelly,DC,Crystal Palace,"6'3""",63,62,295,284,312,230,41,2017
 Lee Chung Yong,MG,Crystal Palace,"5'11""",75,76,327,347,379,137,35,2017
 R. Sobhi,MOC,Stoke City,"6'0""",77,79,327,348,350,133,62,2017
 S. Given,G,Stoke City,"6'1""",44,39,97,103,256,37,359,2017
 P. Bardsley,DC,Stoke City,"5'11""",67,67,290,289,338,229,45,2017
 A. Smith,DLD,Bournemouth,"5'11""",76,78,279,332,370,216,47,2017
 D. Gosling,MC,Bournemouth,"6'0""",64,66,331,322,336,202,56,2017
 A. Federici,G,Bournemouth,"6'2""",49,47,115,119,260,49,363,2017
 T. Carroll,MC,Swansea City,"5'10""",68,69,304,347,359,154,52,2017
 K. Nordfeldt,G,Swansea City,"6'3""",52,55,89,95,281,41,357,2017
 K. Stewart,MDC,Liverpool,"6'0""",73,75,272,268,354,216,51,2017
 A. Forshaw,MOC,Middlesbrough,"6'1""",67,69,311,360,352,161,58,2017
 D. Gray,AD,Leicester City,"5'10""",88,91,274,314,415,64,51,2017
 A. King,BU,Leicester City,"6'0""",65,68,346,334,333,195,37,2017
 B. Oviedo,DLG,Sunderland,"5'8""",73,79,307,334,382,215,57,2017
 P. McNair,DC,Sunderland,"6'0""",68,65,282,285,323,219,55,2017
 S. Arfield,MD,Burnley,"5'10""",69,73,331,341,359,186,64,2017
 J. Tarkowski,DC,Burnley,"6'3""",68,67,264,291,321,216,50,2017
 D. Marney,MDC,Burnley,"6'0""",66,68,339,336,334,203,49,2017
 B. Sako,MG,Crystal Palace,"6'0""",79,77,337,359,365,105,58,2017
 J. Speroni,G,Crystal Palace,"6'1""",43,42,73,76,256,39,353,2017
 J. Stanislas,MD,Bournemouth,"6'0""",84,79,304,354,366,72,40,2017
 M. Pugh,MG,Bournemouth,"5'11""",74,75,321,338,359,105,60,2017
 R. Fraser,MD,Bournemouth,"5'4""",91,89,273,336,426,133,61,2017
 M. Odubajo,DD,Hull City,"5'10""",90,83,282,289,396,213,57,2017
 N. Chalobah,MC,Chelsea,"6'1""",68,72,255,302,343,201,52,2017
 M. Grujić,MC,Liverpool,"6'3""",75,68,334,313,316,210,56,2017
 T. Fosu-Mensah,DC,Manchester United,"6'3""",80,79,314,288,357,215,45,2017
 P. Bamford,BU,Middlesbrough,"6'1""",74,77,321,307,340,67,49,2017
 J. Onomah,MOC,Tottenham Hotspur,"6'1""",79,84,280,312,380,98,50,2017
 H. Winks,MOC,Tottenham Hotspur,"5'9""",74,80,290,337,372,160,56,2017
 B. Kapustka,MG,Leicester City,"5'10""",78,83,299,319,380,148,51,2017
 B. Jones,DC,Sunderland,"5'11""",67,66,281,320,340,222,58,2017
 Mika,G,Sunderland,"6'5""",32,37,75,94,198,32,351,2017
 C. Dawson,DC,West Bromwich Albion,"6'2""",68,64,266,241,309,218,34,2017
 J. Flanagan,DC,Burnley,"5'11""",65,71,268,263,332,229,63,2017
 F. Campbell,BU,Crystal Palace,"5'8""",76,80,333,282,380,95,60,2017
 J. Schlupp,DG,Crystal Palace,"5'10""",89,87,311,294,405,201,43,2017
 L. Grant,G,Stoke City,"6'4""",49,56,91,91,280,44,349,2017
 J. Ibe,MG,Bournemouth,"5'9""",86,86,281,296,391,153,61,2017
 T. Mings,DG,Bournemouth,"6'5""",78,78,263,275,350,209,52,2017
 A. Diomande,BU,Hull City,"5'11""",78,86,292,253,390,44,56,2017
 D. Meyler,MC,Hull City,"6'2""",55,54,336,319,298,189,63,2017
 A. Mawson,DC,Swansea City,"6'2""",58,55,255,205,278,211,62,2017
 G. Tremmel,G,Swansea City,"6'3""",46,42,77,88,235,38,343,2017
 R. Holding,DC,Arsenal,"6'2""",66,64,235,242,327,212,62,2017
 T. Kane,DD,Chelsea,"5'11""",78,77,247,265,354,212,58,2017
 L. Garbutt,DG,Everton,"5'10""",74,74,293,349,353,204,54,2017
 J. Gomez,DC,Liverpool,"6'2""",79,79,241,253,357,212,49,2017
 G. Leadbitter,MC,Middlesbrough,"5'10""",61,63,320,328,323,202,44,2017
 A. Guédioura,MC,Middlesbrough,"5'10""",72,69,324,302,338,191,59,2017
 C. Martina,DD,Southampton,"6'1""",74,72,286,288,347,209,67,2017
 M. Wasilewski,DC,Leicester City,"6'1""",44,30,281,254,202,201,49,2017
 J. Lescott,DC,Sunderland,"6'2""",40,37,292,265,225,213,47,2017
 T. Darikwa,DLD,Burnley,"6'0""",91,88,265,274,367,195,54,2017
 L. Cook,MOC,Bournemouth,"5'9""",74,79,279,324,383,192,61,2017
 E. Jakupović,G,Hull City,"6'3""",47,46,96,92,235,36,346,2017
 S. Kingsley,DG,Swansea City,"5'10""",73,74,257,332,359,213,51,2017
 E. Martinez,G,Arsenal,"6'4""",57,59,114,127,271,52,348,2017
 Y. Sanogo,BU,Arsenal,"6'3""",69,69,301,262,288,57,63,2017
 D. Solanke,MOC,Chelsea,"6'1""",75,78,323,303,350,61,57,2017
 A. Tuanzebe,DC,Manchester United,"6'2""",77,74,229,253,338,208,43,2017
 J. Wilson,BU,Manchester United,"6'0""",79,79,293,280,360,63,62,2017
 H. Reed,MDC,Southampton,"5'7""",68,69,268,303,354,200,54,2017
 M. Hassen,G,Southampton,"6'0""",48,48,91,84,272,40,341,2017
 B. Chilwell,DLG,Leicester City,"5'10""",78,82,265,306,362,200,48,2017
 D. Watmore,MD,Sunderland,"5'9""",79,84,300,306,386,93,58,2017
 C. Brunt,MOC,West Bromwich Albion,"6'2""",55,68,351,385,323,197,53,2017
 G. Arlauskis,G,Watford,"6'0""",34,33,77,78,223,40,343,2017
 R. Wiggins,DG,Bournemouth,"5'8""",62,64,258,280,332,222,52,2017
 R. Loftus-Cheek,MC,Chelsea,"6'3""",73,69,260,265,330,192,58,2017
 T. Davies,MOC,Everton,"5'11""",75,72,264,290,347,170,56,2017
 T. Alexander-Arnold,DD,Liverpool,"5'9""",83,83,297,295,375,188,56,2017
 D. Konstantopoulos,G,Middlesbrough,"6'4""",41,31,86,66,214,48,336,2017
 J. Stephens,DC,Southampton,"6'1""",67,57,245,278,298,209,57,2017
 M. Targett,DG,Southampton,"6'0""",78,77,263,312,349,203,58,2017
 E. Fernandes,MOC,West Ham United,"6'3""",82,80,292,318,349,165,60,2017
 D. Henry,DC,West Ham United,"6'2""",69,72,264,228,300,190,54,2017
 B. Galloway,DG,West Bromwich Albion,"6'1""",82,79,246,242,361,204,45,2017
 S. Kaikai,AD,Crystal Palace,"5'10""",86,85,282,333,379,69,61,2017
 L. Mousset,BU,Bournemouth,"6'0""",84,85,259,228,360,46,61,2017
 S. Clucas,MG,Hull City,"6'2""",75,69,324,332,328,171,38,2017
 M. Birighitti,G,Swansea City,"6'2""",50,46,78,69,263,39,339,2017
 M. Holgate,DC,Everton,"6'1""",81,80,247,265,348,206,58,2017
 Joel Pereira,G,Manchester United,"6'2""",43,43,76,71,232,33,325,2017
 S. Taylor,G,Southampton,"6'5""",52,51,84,79,276,35,329,2017
 L. Isgrove,MD,Southampton,"5'10""",87,88,266,286,393,90,48,2017
 C. Carter-Vickers,DC,Tottenham Hotspur,"6'0""",72,62,196,203,311,202,53,2017
 A. Fletcher,BU,West Ham United,"6'1""",76,75,252,235,348,57,50,2017
 B. Hamer,G,Leicester City,"6'4""",45,45,81,96,257,36,330,2017
 N. Pope,G,Burnley,"6'4""",45,50,82,95,221,44,339,2017
 K. Long,DC,Burnley,"6'2""",62,64,166,202,294,203,44,2017
 W. Keane,BU,Hull City,"6'2""",74,75,297,284,340,80,53,2017
 J. Fulton,DC,Swansea City,"5'10""",68,69,300,284,328,214,48,2017
 M. Pennington,DC,Everton,"6'1""",74,72,251,222,305,199,54,2017
 O. Ejaria,MOC,Liverpool,"6'0""",76,73,300,325,334,149,59,2017
 T. Ambrose,BU,Manchester City,"5'10""",86,87,279,248,377,70,54,2017
 D. Fry,DC,Middlesbrough,"6'3""",69,66,186,171,305,201,51,2017
 L. Gooch,MD,Sunderland,"5'8""",79,82,285,317,355,151,59,2017
 H. Robson-Kanu,BU,West Bromwich Albion,"6'0""",74,72,314,291,325,102,59,2017
 E. Fryers,DG,Crystal Palace,"6'0""",75,77,256,269,354,200,52,2017
 A. Lookman,BU,Everton,"5'9""",84,84,276,252,389,41,54,2017
 K. Dowell,MOC,Everton,"5'10""",73,73,289,306,352,147,50,2017
 A. Gunn,G,Manchester City,"6'5""",49,48,94,123,241,44,323,2017
 Brahim Díaz,MOC,Manchester City,"5'7""",78,82,242,302,371,66,51,2017
 J. Husband,DG,Middlesbrough,"5'10""",72,70,255,243,323,194,61,2017
 M. Samuelsen,MOC,West Ham United,"6'2""",69,76,245,298,363,78,59,2017
 B. Smith,DLG,Bournemouth,"5'9""",83,81,239,261,376,171,62,2017
 B. Cargill,DC,Bournemouth,"6'2""",55,68,220,225,289,194,45,2017
 K. Gorré,MOC,Swansea City,"5'10""",68,75,275,285,346,99,54,2017
 A. Maitland-Niles,MD,Arsenal,"5'10""",75,79,256,274,360,174,54,2017
 S. Ojo,MG,Liverpool,"5'10""",85,82,272,287,361,89,54,2017
 Aleix García,MOC,Manchester City,"5'8""",67,66,276,323,337,138,50,2017
 S. Bytyqi,MOC,Manchester City,"6'1""",69,70,279,321,333,115,63,2017
 R. Poole,DC,Manchester United,"5'11""",67,71,200,229,330,190,63,2017
 J. Hesketh,MOC,Southampton,"5'6""",68,68,279,306,358,156,56,2017
 S. McQueen,DG,Southampton,"5'11""",78,74,263,304,361,190,52,2017
 H. Choudhury,DC,Leicester City,"5'10""",76,71,246,271,343,190,52,2017
 S. Field,MC,West Bromwich Albion,"6'1""",60,68,277,293,320,160,51,2017
 J. Leko,BU,West Bromwich Albion,"6'0""",89,89,270,254,387,60,46,2017
 D. Agyei,BU,Burnley,"6'0""",83,80,258,236,334,69,51,2017
 R. Allsop,G,Bournemouth,"6'2""",42,42,89,98,241,42,316,2017
 J. Reine-Adelaïde,MOC,Arsenal,"6'0""",75,82,250,282,357,124,60,2017
 D. Malen,BU,Arsenal,"5'11""",80,77,271,229,335,55,49,2017
 O. Aina,DD,Chelsea,"5'9""",79,77,226,242,353,192,50,2017
 D. Calvert-Lewin,BU,Everton,"6'2""",82,80,272,245,372,75,50,2017
 B. Woodburn,MOC,Liverpool,"5'9""",76,86,255,270,380,52,48,2017
 T. Adarabioyo,DC,Manchester City,"6'5""",60,65,209,203,293,190,53,2017
 C. Gribbin,MG,Manchester United,"6'0""",74,73,271,325,330,115,51,2017
 J. Sims,MG,Southampton,"5'6""",83,82,272,288,350,93,53,2017
 R. Seager,BU,Southampton,"5'9""",69,70,285,266,315,64,46,2017
 J. Asoro,MOC,Sunderland,"5'9""",87,89,270,275,383,59,53,2017
 A. Wright,BU,West Bromwich Albion,"6'0""",78,78,270,279,328,67,46,2017
 J. Ngoy,BU,Stoke City,"6'1""",80,82,279,236,337,56,52,2017
 B. Lenihan,MDC,Hull City,"5'10""",63,64,267,275,282,190,55,2017
 C. Humphreys-Grant,DC,Manchester City,"6'2""",70,72,213,214,333,189,55,2017
 J. Harrop,MOC,Manchester United,"5'10""",70,65,243,280,319,118,44,2017
