name,poste,Team,taille,accélération,speed,offensif,technique,mouvement,defense general,gardien general,Years
 Rafael,DLD,Olympique Lyonnais,"5'8""",79,84,325,350,401,236,47,2017
 D. Sidibé,DLD,AS Monaco,"6'0""",83,80,333,373,372,232,54,2017
 T. Bakayoko,MDC,AS Monaco,"6'0""",72,71,280,313,347,234,61,2017
 K. Mbappé,BU,AS Monaco,"5'10""",88,87,367,365,404,125,42,2017
 Hilton,DC,Montpellier HSC,"5'11""",52,44,312,306,291,236,55,2017
 Ricardo Pereira,MD,OGC Nice,"5'9""",88,88,338,357,416,233,65,2017
 A. Pléa,BU,OGC Nice,"5'11""",82,81,385,372,391,108,69,2017
 T. Meunier,DLD,Paris Saint-Germain,"6'3""",81,72,366,353,345,232,51,2017
 Y. Gourcuff,MOC,Stade Rennais FC,"6'1""",68,68,366,410,345,152,45,2017
 B. Lecomte,G,FC Lorient,"6'1""",40,44,61,94,218,34,398,2017
 W. Vainqueur,MDC,Olympique de Marseille,"5'10""",69,75,309,317,361,224,61,2017
 B. Gomis,BU,Olympique de Marseille,"6'0""",70,66,374,317,329,106,56,2017
 R. Hamouma,MD,AS Saint-Étienne,"5'10""",79,79,374,384,393,124,59,2017
 J. Leca,G,Sporting Club de Bastia,"5'11""",41,50,72,92,255,39,376,2017
 Malcom,MOC,FC Girondins de Bordeaux,"5'7""",80,86,342,376,417,48,53,2017
 S. Corchia,DD,LOSC,"5'9""",77,77,339,383,384,235,46,2017
 Sergi Darder,MC,Olympique Lyonnais,"5'11""",55,63,307,358,348,197,43,2017
 N. Nkoulou,DC,Olympique Lyonnais,"5'11""",75,73,306,274,361,233,41,2017
 Jemerson,DC,AS Monaco,"6'0""",65,70,232,218,334,235,54,2017
 G. Gillet,MDC,FC Nantes,"6'1""",68,68,373,358,331,228,60,2017
 Y. Cardinale,G,OGC Nice,"5'11""",40,53,121,122,248,48,390,2017
 P. Baysse,DC,OGC Nice,"6'2""",68,62,290,289,329,231,59,2017
 V. Koziello,MC,OGC Nice,"5'6""",77,79,333,353,406,223,57,2017
 V. Eysseric,MOC,OGC Nice,"5'11""",74,74,353,393,365,105,51,2017
 W. Cyprien,MOC,OGC Nice,"5'11""",80,80,354,393,389,215,57,2017
 Mexer,DC,Stade Rennais FC,"6'1""",69,68,285,267,345,236,53,2017
 R. Thomas,DC,Angers SCO,"6'4""",62,61,244,239,299,231,55,2017
 C. N'Doye,DC,Angers SCO,"6'4""",60,56,363,334,286,231,58,2017
 J. Ménez,MOC,FC Girondins de Bordeaux,"5'11""",78,78,359,375,387,56,23,2017
 D. Rolán,AT,FC Girondins de Bordeaux,"5'9""",78,75,363,355,377,78,49,2017
 Marçal,DLG,En Avant de Guingamp,"5'10""",79,83,307,325,388,217,55,2017
 M. Bodmer,MC,En Avant de Guingamp,"6'3""",43,45,346,382,258,216,63,2017
 M. Baša,DC,LOSC,"6'3""",48,46,287,264,227,231,54,2017
 N. De Préville,MOC,LOSC,"5'10""",82,87,363,371,404,86,52,2017
 Éder,BU,LOSC,"6'2""",77,77,364,320,366,117,56,2017
 C. Jallet,MDC,Olympique Lyonnais,"5'10""",74,71,353,362,372,233,42,2017
 M. Yanga-M'Biwa,DC,Olympique Lyonnais,"6'0""",75,69,248,251,341,229,47,2017
 B. Mendy,DG,AS Monaco,"6'1""",83,80,274,321,375,223,47,2017
 N. Dirar,MD,AS Monaco,"6'2""",82,81,329,365,379,154,50,2017
 A. Raggi,DC,AS Monaco,"6'2""",62,55,311,284,310,232,56,2017
 S. Sessègnon,MD,Montpellier HSC,"5'6""",77,79,361,374,406,197,56,2017
 Dalbert,MG,OGC Nice,"5'11""",90,91,322,338,408,222,43,2017
 R. Vercoutre,G,Stade Malherbe Caen,"6'1""",38,36,64,89,219,34,384,2017
 B. Moukandjo,BU,FC Lorient,"5'11""",91,90,363,356,410,64,58,2017
 A. Lafont,G,Toulouse Football Club,"6'4""",45,48,93,87,265,31,381,2017
 O. Trejo,MOC,Toulouse Football Club,"5'11""",76,69,362,380,376,179,62,2017
 M. Braithwaite,BU,Toulouse Football Club,"5'10""",86,82,364,364,402,88,53,2017
 F. Pogba,DC,AS Saint-Étienne,"6'2""",69,65,275,293,311,226,48,2017
 J. Veretout,MC,AS Saint-Étienne,"5'9""",65,68,353,372,346,197,47,2017
 H. Saivet,MD,AS Saint-Étienne,"5'9""",77,77,375,383,389,188,57,2017
 Y. Sabaly,DD,FC Girondins de Bordeaux,"5'9""",78,76,274,302,390,231,54,2017
 N. Pallois,DC,FC Girondins de Bordeaux,"6'3""",65,59,283,262,287,228,62,2017
 Y. Sankharé,MDC,FC Girondins de Bordeaux,"6'0""",69,67,349,332,333,215,54,2017
 C. Kerbrat,DC,En Avant de Guingamp,"6'0""",68,64,248,273,319,235,54,2017
 Y. Salibur,MD,En Avant de Guingamp,"5'10""",84,90,338,362,404,102,53,2017
 L. Deaux,MDC,En Avant de Guingamp,"6'2""",65,62,282,306,316,220,48,2017
 Marcos Lopes,MOC,LOSC,"5'7""",77,81,311,378,400,85,56,2017
 Y. Benzia,MOC,LOSC,"5'10""",75,76,348,370,368,101,51,2017
 R. Ghezzal,MOC,Olympique Lyonnais,"6'0""",76,77,336,386,370,75,55,2017
 L. Tousart,MDC,Olympique Lyonnais,"6'1""",71,72,296,296,350,218,67,2017
 J. Ferri,MC,Olympique Lyonnais,"5'8""",66,72,318,352,378,198,59,2017
 C. Diabaté,BU,FC Metz,"6'4""",53,50,350,306,271,53,38,2017
 M. De Sanctis,G,AS Monaco,"6'3""",42,34,66,87,242,37,361,2017
 S. Mounié,BU,Montpellier HSC,"6'3""",73,77,353,288,337,118,62,2017
 Diego Carlos,DC,FC Nantes,"6'1""",70,74,233,286,333,216,49,2017
 E. Sala,BU,FC Nantes,"6'2""",69,62,345,282,325,58,41,2017
 A. Souquet,DD,OGC Nice,"5'10""",75,75,300,326,353,232,57,2017
 M. Obbadi,MC,OGC Nice,"5'8""",63,68,352,362,355,212,45,2017
 M. Le Marchand,MDC,OGC Nice,"6'1""",78,76,270,290,359,226,63,2017
 Gonçalo Guedes,MD,Paris Saint-Germain,"5'10""",87,86,350,362,406,89,50,2017
 L. Baal,DG,Stade Rennais FC,"5'9""",85,78,310,301,371,223,65,2017
 Gelson Fernandes,MDC,Stade Rennais FC,"5'10""",69,69,303,319,343,221,56,2017
 B. André,MC,Stade Rennais FC,"5'11""",69,69,327,342,360,219,54,2017
 G. Sio,BU,Stade Rennais FC,"5'11""",86,79,364,361,392,47,65,2017
 D. Da Silva,DC,Stade Malherbe Caen,"6'0""",68,54,254,220,307,228,53,2017
 Rolando,DC,Olympique de Marseille,"6'2""",46,48,244,281,231,230,59,2017
 G. Sertic,MDC,Olympique de Marseille,"6'0""",72,69,342,369,347,217,45,2017
 T. Mangani,MC,Angers SCO,"6'0""",65,66,343,375,333,215,62,2017
 B. Ketkeophomphone,MD,Angers SCO,"5'11""",82,82,361,373,397,49,43,2017
 I. Diop,DC,Toulouse Football Club,"6'4""",63,68,225,219,295,232,46,2017
 C. Jullien,DC,Toulouse Football Club,"6'5""",74,69,262,229,325,219,53,2017
 J. Durmaz,MG,Toulouse Football Club,"5'11""",84,84,311,389,399,104,58,2017
 R. Berić,BU,AS Saint-Étienne,"6'2""",70,68,345,331,335,96,70,2017
 B. Reynet,G,Dijon FCO,"6'1""",45,41,98,88,228,36,370,2017
 A. Saint-Maximin,MD,Sporting Club de Bastia,"5'8""",86,89,314,337,425,61,45,2017
 J. Plašil,MC,FC Girondins de Bordeaux,"6'0""",51,51,342,382,309,169,37,2017
 V. Vada,MC,FC Girondins de Bordeaux,"5'8""",66,70,339,372,368,184,58,2017
 F. Kamano,AD,FC Girondins de Bordeaux,"6'0""",88,90,328,322,401,92,59,2017
 N. Maurice-Belay,MG,FC Girondins de Bordeaux,"6'0""",79,75,340,340,369,125,59,2017
 T. Touré,MOC,FC Girondins de Bordeaux,"5'9""",80,79,349,357,383,118,53,2017
 E. Didot,MC,En Avant de Guingamp,"5'10""",47,52,342,364,318,214,60,2017
 R. Mavuba,MDC,LOSC,"5'8""",60,60,288,331,339,225,45,2017
 R. Kishna,MG,LOSC,"6'0""",84,86,331,368,376,83,51,2017
 E. Bauthéac,MG,LOSC,"5'7""",81,81,329,370,399,120,58,2017
 E. Mammana,DC,Olympique Lyonnais,"6'0""",79,78,252,289,360,227,51,2017
 M. Diakhaby,DC,Olympique Lyonnais,"6'2""",53,53,223,192,252,219,61,2017
 J. Morel,DC,Olympique Lyonnais,"5'8""",80,76,309,298,372,223,53,2017
 J. Roussillon,DG,Montpellier HSC,"5'9""",86,87,329,345,393,213,52,2017
 P. Lasne,MG,Montpellier HSC,"6'1""",70,69,363,358,350,218,36,2017
 G. Jourdren,G,Montpellier HSC,"5'11""",51,47,80,91,261,41,368,2017
 D. Congré,DC,Montpellier HSC,"6'1""",64,59,266,262,307,224,48,2017
 R. Riou,G,FC Nantes,"6'2""",57,58,92,97,284,39,375,2017
 V. Rongier,MC,FC Nantes,"5'8""",61,72,302,365,376,208,49,2017
 F. Pardo,MD,FC Nantes,"5'10""",79,81,354,363,383,86,53,2017
 K. Sigþórsson,BU,FC Nantes,"6'1""",69,64,337,302,320,108,58,2017
 P. Kimpembe,DC,Paris Saint-Germain,"6'0""",72,73,217,221,344,233,53,2017
 R. Danzé,MDC,Stade Rennais FC,"6'0""",68,67,323,328,347,236,47,2017
 Afonso Figueiredo,DG,Stade Rennais FC,"5'7""",77,79,270,310,399,227,52,2017
 C. Chantôme,MC,Stade Rennais FC,"5'11""",65,64,346,363,339,214,58,2017
 J. Féret,MOC,Stade Malherbe Caen,"6'2""",54,53,350,372,318,156,61,2017
 R. Rodelin,BU,Stade Malherbe Caen,"6'4""",69,70,367,356,338,82,57,2017
 Y. Pelé,G,Olympique de Marseille,"6'5""",47,51,90,93,264,37,367,2017
 R. Fanni,DC,Olympique de Marseille,"6'1""",76,74,284,319,352,224,67,2017
 R. Cabella,MOC,Olympique de Marseille,"5'7""",78,83,346,379,404,113,60,2017
 A. Blin,MDC,Toulouse Football Club,"6'0""",63,63,290,323,330,224,45,2017
 A. Delort,BU,Toulouse Football Club,"6'0""",72,75,354,312,358,64,53,2017
 K. Théophile-Catherine,DC,AS Saint-Étienne,"6'0""",68,73,301,327,348,224,41,2017
 F. Lemoine,MDC,AS Saint-Étienne,"5'9""",62,64,340,331,349,220,55,2017
 A. El Kaoutari,DC,Sporting Club de Bastia,"5'11""",66,68,236,216,311,228,47,2017
 S. Diallo,MOC,Sporting Club de Bastia,"6'0""",76,74,345,369,357,121,57,2017
 S. Squillaci,DC,Sporting Club de Bastia,"6'1""",32,42,234,235,241,232,49,2017
 I. Lewczuk,DC,FC Girondins de Bordeaux,"6'2""",75,72,273,269,350,218,73,2017
 K. Johnsson,G,En Avant de Guingamp,"6'2""",49,50,88,99,240,37,370,2017
 J. Sorbon,DC,En Avant de Guingamp,"6'0""",49,38,249,224,274,228,55,2017
 M. Coco,MD,En Avant de Guingamp,"5'11""",87,88,330,307,398,99,47,2017
 R. Salin,G,En Avant de Guingamp,"6'1""",34,28,87,76,239,40,355,2017
 S. Privat,BU,En Avant de Guingamp,"6'1""",65,72,334,307,327,60,57,2017
 J. Palmieri,DLG,LOSC,"5'7""",79,78,323,357,395,219,48,2017
 A. El Ghazi,BU,LOSC,"6'2""",82,77,357,352,349,63,54,2017
 M. Cornet,BU,Olympique Lyonnais,"5'10""",87,87,344,318,401,80,58,2017
 R. Cohade,MC,FC Metz,"5'11""",55,65,355,368,326,193,62,2017
 M. Biševac,DC,FC Metz,"6'1""",64,60,296,271,301,216,64,2017
 M. Erdinç,BU,FC Metz,"5'11""",75,68,355,345,361,115,53,2017
 F. Diagne,DC,FC Metz,"6'1""",69,68,270,290,345,221,55,2017
 A. Touré,DD,AS Monaco,"6'0""",80,82,298,301,358,224,52,2017
 G. Carrillo,BU,AS Monaco,"6'3""",65,65,323,283,330,87,48,2017
 C. Ninga,BU,Montpellier HSC,"6'0""",88,87,341,316,378,68,50,2017
 K. Djidji,DC,FC Nantes,"6'0""",70,75,213,226,341,222,46,2017
 A. Thomasson,MOC,FC Nantes,"5'10""",77,79,322,343,384,169,60,2017
 P. Nakoulma,AD,FC Nantes,"5'10""",92,92,301,297,418,100,64,2017
 Sérgio Oliveira,MOC,FC Nantes,"5'11""",66,64,344,383,336,143,50,2017
 R. Walter,MC,OGC Nice,"5'9""",71,71,309,335,364,206,57,2017
 M. Sarr,DC,OGC Nice,"6'0""",72,76,298,303,362,220,49,2017
 G. Lo Celso,MG,Paris Saint-Germain,"5'10""",77,76,311,365,373,131,56,2017
 M. Amalfitano,MOC,Stade Rennais FC,"5'9""",71,67,352,372,359,171,48,2017
 J. Delaplace,MC,Stade Malherbe Caen,"5'6""",68,72,279,345,370,200,45,2017
 V. Bessat,MG,Stade Malherbe Caen,"5'10""",75,76,325,335,378,209,53,2017
 I. Santini,BU,Stade Malherbe Caen,"6'3""",47,44,329,259,255,85,56,2017
 A. Waris,BU,FC Lorient,"5'8""",92,93,328,309,411,104,15,2017
 Cafú,DC,FC Lorient,"6'0""",64,68,327,308,323,221,56,2017
 M. Peybernès,DC,FC Lorient,"6'2""",61,51,254,216,274,224,48,2017
 B. Jeannot,BU,FC Lorient,"6'0""",72,74,331,296,361,63,46,2017
 S. Marveaux,MOC,FC Lorient,"5'8""",65,77,349,381,376,166,49,2017
 J. Aliadiere,BU,FC Lorient,"6'0""",71,68,339,290,350,54,52,2017
 A. Wakaso,DC,FC Lorient,"5'11""",66,69,258,285,326,223,59,2017
 H. Sakai,DD,Olympique de Marseille,"6'1""",78,76,272,307,370,228,51,2017
 M. Lopez,MOC,Olympique de Marseille,"5'6""",72,74,320,345,397,140,51,2017
 H. Bedimo,DC,Olympique de Marseille,"5'11""",75,74,316,329,354,225,60,2017
 Dória,DC,Olympique de Marseille,"6'2""",64,64,251,232,280,225,57,2017
 T. Hubočan,DC,Olympique de Marseille,"6'0""",64,69,292,233,344,231,51,2017
 V. Manceau,MDC,Angers SCO,"5'9""",53,63,272,288,342,227,63,2017
 I. Traoré,DC,Angers SCO,"6'0""",64,62,223,267,319,219,53,2017
 P. Capelle,MOC,Angers SCO,"5'11""",76,75,350,363,372,181,62,2017
 K. Toko-Ekambi,BU,Angers SCO,"6'0""",75,77,335,289,368,45,56,2017
 J. Akpa Akpro,DLD,Toulouse Football Club,"5'11""",78,75,355,336,369,210,43,2017
 O. Toivonen,BU,Toulouse Football Club,"6'4""",58,54,368,360,303,112,49,2017
 V. Pajot,MDC,AS Saint-Étienne,"5'11""",55,67,305,328,342,218,63,2017
 C. M'Bengue,DG,AS Saint-Étienne,"6'0""",75,73,286,303,357,220,59,2017
 N. Roux,BU,AS Saint-Étienne,"6'0""",75,71,356,339,358,75,49,2017
 B. Dabo,MC,AS Saint-Étienne,"6'1""",79,79,358,345,374,221,45,2017
 J. Clément,MDC,AS Saint-Étienne,"5'11""",54,52,311,307,314,219,64,2017
 O. Tannane,MOC,AS Saint-Étienne,"5'10""",78,81,329,375,384,105,43,2017
 F. Sammaritano,MOC,Dijon FCO,"5'4""",72,83,306,374,401,49,54,2017
 L. Diony,BU,Dijon FCO,"6'0""",79,81,305,254,362,48,51,2017
 L. Rose,DC,Sporting Club de Bastia,"6'0""",69,69,265,260,329,220,40,2017
 P. Bengtsson,DLG,Sporting Club de Bastia,"5'9""",77,77,311,363,377,218,51,2017
 Y. Cahuzac,MDC,Sporting Club de Bastia,"5'10""",55,54,266,267,320,208,68,2017
 M. Mostefa,MDC,Sporting Club de Bastia,"5'11""",51,54,273,281,316,197,45,2017
 E. Crivelli,BU,Sporting Club de Bastia,"6'0""",69,54,330,297,302,80,55,2017
 M. Poundjé,DLG,FC Girondins de Bordeaux,"5'10""",85,80,264,291,381,210,52,2017
 G. Laborde,BU,FC Girondins de Bordeaux,"5'11""",73,71,352,303,353,83,61,2017
 D. Contento,DG,FC Girondins de Bordeaux,"5'10""",73,72,276,310,354,223,59,2017
 A. Soumaoro,DC,LOSC,"6'1""",66,59,258,219,305,220,54,2017
 I. Amadou,MDC,LOSC,"6'0""",80,79,250,265,369,214,52,2017
 N. Sliti,MG,LOSC,"5'8""",77,75,317,351,374,103,61,2017
 M. Rybus,MG,Olympique Lyonnais,"5'8""",83,83,332,367,396,201,61,2017
 Balliu,DLD,FC Metz,"5'8""",71,76,234,295,362,223,52,2017
 S. Falette,DC,FC Metz,"6'0""",63,69,217,199,280,223,55,2017
 Y. Jouffre,MD,FC Metz,"5'9""",72,67,334,374,353,142,55,2017
 Boschilia,MOC,AS Monaco,"5'8""",75,77,304,374,365,145,48,2017
 L. Pionnier,G,Montpellier HSC,"6'0""",49,52,74,94,240,36,374,2017
 L. Pokorný,DC,Montpellier HSC,"6'3""",72,59,285,284,305,217,58,2017
 E. Skhiri,MDC,Montpellier HSC,"6'1""",68,68,333,336,339,210,65,2017
 Y. Sylla,MDC,Montpellier HSC,"6'0""",74,71,272,284,357,210,52,2017
 K. Dolly,MOC,Montpellier HSC,"5'7""",78,84,297,349,401,78,64,2017
 F. Mubele,BU,Stade Rennais FC,"5'10""",78,77,289,261,352,49,51,2017
 Pedro Mendes,DC,Stade Rennais FC,"6'2""",66,65,186,270,309,227,49,2017
 J. Adéoti,DC,Stade Malherbe Caen,"6'0""",59,56,280,246,302,216,48,2017
 F. Guilbert,DD,Stade Malherbe Caen,"5'10""",72,71,286,290,344,224,58,2017
 R. Genevois,DC,Stade Malherbe Caen,"6'0""",67,59,284,241,314,216,54,2017
 V. Le Goff,DLG,FC Lorient,"5'9""",68,73,290,311,351,231,48,2017
 J. Cabot,AD,FC Lorient,"5'5""",90,90,298,318,415,79,62,2017
 A. Mvuemba,MC,FC Lorient,"5'8""",72,69,336,365,359,194,39,2017
 W. Mesloub,MD,FC Lorient,"5'11""",68,69,349,361,356,180,41,2017
 R. Philippoteaux,MD,FC Lorient,"5'7""",78,82,312,319,394,111,55,2017
 C. Njie,AD,Olympique de Marseille,"5'9""",94,91,329,316,441,81,52,2017
 K. Rekik,DC,Olympique de Marseille,"6'1""",68,64,247,243,326,220,55,2017
 M. Michel,G,Angers SCO,"6'2""",48,50,91,84,260,41,359,2017
 F. Moubandje,DC,Toulouse Football Club,"5'11""",72,73,275,310,350,228,59,2017
 C. Jean,BU,Toulouse Football Club,"5'7""",83,84,346,332,406,63,58,2017
 K. Malcuit,DD,AS Saint-Étienne,"5'11""",87,81,334,325,375,211,57,2017
 K. Monnet-Paquet,MD,AS Saint-Étienne,"6'0""",84,84,349,342,380,127,47,2017
 O. Selnæs,MC,AS Saint-Étienne,"6'2""",72,70,314,357,351,200,55,2017
 P. Lees-Melou,MOC,Dijon FCO,"6'1""",69,70,292,351,336,140,51,2017
 F. Balmont,MDC,Dijon FCO,"5'6""",54,55,317,349,336,219,54,2017
 G. Cioni,DC,Sporting Club de Bastia,"5'5""",61,62,252,296,339,223,57,2017
 L. Nangis,MD,Sporting Club de Bastia,"5'8""",83,77,326,300,390,49,57,2017
 A. Ounas,MOC,FC Girondins de Bordeaux,"5'8""",78,80,319,347,384,145,41,2017
 M. Gajić,DLD,FC Girondins de Bordeaux,"5'10""",71,69,312,310,342,218,38,2017
 J. Ikoko,DD,En Avant de Guingamp,"5'10""",81,79,255,278,374,217,52,2017
 M. Diallo,DC,En Avant de Guingamp,"6'3""",66,47,294,288,291,207,56,2017
 T. Giresse,MOC,En Avant de Guingamp,"5'8""",54,60,319,369,341,95,56,2017
 N. Benezet,AD,En Avant de Guingamp,"5'8""",78,79,339,313,394,79,58,2017
 T. Didillon,G,FC Metz,"6'4""",26,27,88,107,179,53,353,2017
 Jorge,DLG,AS Monaco,"6'0""",78,82,297,303,375,208,48,2017
 L. Dubois,DD,FC Nantes,"5'10""",71,72,286,307,352,218,54,2017
 Lucas Lima,DLG,FC Nantes,"5'10""",78,74,280,342,364,211,60,2017
 O. Vizcarrondo,DC,FC Nantes,"6'3""",27,26,223,204,181,211,56,2017
 M. Le Bihan,BU,OGC Nice,"6'0""",71,68,323,291,343,118,58,2017
 J. Augustin,BU,Paris Saint-Germain,"5'10""",81,82,329,288,370,48,46,2017
 A. Yahia,DC,Stade Malherbe Caen,"6'2""",46,31,268,248,257,214,69,2017
 H. Bazile,MG,Stade Malherbe Caen,"5'11""",78,79,340,349,363,78,47,2017
 I. Diomandé,MDC,Stade Malherbe Caen,"6'0""",73,66,284,302,349,213,58,2017
 E. Imorou,DG,Stade Malherbe Caen,"5'11""",77,76,303,307,378,209,58,2017
 S. Ben Youssef,DC,Stade Malherbe Caen,"6'2""",65,62,227,222,270,217,60,2017
 M. Ciani,DC,FC Lorient,"6'4""",37,34,195,219,191,221,52,2017
 W. Lautoa,DC,FC Lorient,"6'0""",64,65,227,220,324,223,49,2017
 A. Diaby,MOC,Olympique de Marseille,"6'3""",62,65,352,340,323,216,54,2017
 B. Santamaria,MC,Angers SCO,"6'0""",68,73,306,326,349,207,42,2017
 F. Diedhiou,BU,Angers SCO,"6'2""",52,49,304,252,239,56,55,2017
 I. Cissokho,DLD,Angers SCO,"5'8""",73,73,287,345,362,206,53,2017
 Y. Bodiger,MDC,Toulouse Football Club,"6'2""",54,55,281,344,286,213,64,2017
 Somália,DLD,Toulouse Football Club,"5'11""",84,77,319,321,373,207,44,2017
 L. Lacroix,DC,AS Saint-Étienne,"6'6""",52,52,266,283,268,221,59,2017
 B. Corgnet,MOC,AS Saint-Étienne,"5'11""",68,70,338,342,355,130,58,2017
 A. Søderlund,BU,AS Saint-Étienne,"6'2""",68,67,321,296,319,78,52,2017
 G. Ndy Assembe,G,AS Nancy Lorraine,"6'0""",48,42,81,78,223,42,358,2017
 J. Cétout,DC,AS Nancy Lorraine,"6'0""",56,61,301,306,315,214,63,2017
 A. Diarra,DC,AS Nancy Lorraine,"6'3""",49,47,312,287,257,210,58,2017
 I. Dia,MD,AS Nancy Lorraine,"5'6""",82,78,345,326,397,73,67,2017
 Y. Ait Bennasser,MOC,AS Nancy Lorraine,"6'0""",73,75,314,344,357,182,46,2017
 B. Pedretti,MC,AS Nancy Lorraine,"5'10""",40,45,342,363,272,196,58,2017
 F. Chafik,DD,Dijon FCO,"6'0""",78,78,263,286,369,213,45,2017
 M. Martin,MOC,Dijon FCO,"5'7""",66,66,317,362,359,133,62,2017
 P. Oniangué,DC,Sporting Club de Bastia,"6'3""",65,63,331,337,324,202,52,2017
 A. Djiku,DD,Sporting Club de Bastia,"5'11""",76,75,249,280,337,220,48,2017
 J. Prior,G,FC Girondins de Bordeaux,"6'0""",55,48,99,109,256,46,356,2017
 J. Martins Pereira,DD,En Avant de Guingamp,"6'0""",67,68,290,307,328,221,57,2017
 D. Lévêque,DG,En Avant de Guingamp,"5'11""",69,61,258,268,335,215,44,2017
 N. De Pauw,MD,En Avant de Guingamp,"5'11""",75,68,336,330,360,87,56,2017
 B. Assou-Ekotto,MDC,FC Metz,"5'10""",78,75,299,359,364,202,65,2017
 A. Harit,MOC,FC Nantes,"5'10""",70,83,301,357,371,94,57,2017
 M. Dupé,G,FC Nantes,"6'1""",42,48,78,85,232,34,350,2017
 M. Stępiński,BU,FC Nantes,"6'0""",73,75,327,272,359,54,44,2017
 Y. Bammou,BU,FC Nantes,"6'2""",66,68,348,341,322,114,53,2017
 A. Lusamba,MOC,OGC Nice,"5'10""",75,77,291,317,361,181,49,2017
 R. Bensebaini,DC,Stade Rennais FC,"6'1""",71,68,294,284,327,214,54,2017
 P. Sané,BU,Stade Malherbe Caen,"6'2""",78,75,298,263,341,64,54,2017
 J. Louis,MG,Stade Malherbe Caen,"5'7""",90,91,313,336,432,174,44,2017
 M. Dabo,DG,Stade Malherbe Caen,"5'9""",75,77,282,296,386,215,60,2017
 S. Moreira,DD,FC Lorient,"5'10""",70,69,255,266,346,215,57,2017
 A. Zambo Anguissa,MDC,Olympique de Marseille,"6'0""",73,74,296,304,349,190,50,2017
 J. Saihi,MDC,Angers SCO,"6'0""",57,51,292,323,307,207,66,2017
 G. Sunu,AD,Angers SCO,"5'11""",76,72,334,320,358,78,49,2017
 Y. Andreu,DG,Angers SCO,"5'10""",68,66,244,268,344,215,53,2017
 D. Veškovac,DC,Toulouse Football Club,"6'2""",52,55,242,251,273,216,59,2017
 J. Cuffaut,DD,AS Nancy Lorraine,"5'11""",73,73,267,284,360,206,49,2017
 S. Chernik,G,AS Nancy Lorraine,"6'2""",17,22,46,69,162,31,353,2017
 C. Mandanne,MOC,AS Nancy Lorraine,"5'7""",75,72,343,329,387,116,64,2017
 A. Koura,BU,AS Nancy Lorraine,"5'11""",88,86,319,295,405,45,53,2017
 M. Abeid,MC,Dijon FCO,"5'11""",68,72,302,351,345,188,61,2017
 J. Lotiès,DC,Dijon FCO,"6'3""",42,32,248,254,192,215,53,2017
 A. Bouka Moutou,DLG,Dijon FCO,"5'9""",73,75,225,295,368,214,60,2017
 J. Tavares,BU,Dijon FCO,"6'2""",69,68,292,237,327,39,59,2017
 Kwon Chang Hoon,MOC,Dijon FCO,"5'9""",69,69,330,350,358,150,48,2017
 F. Marange,DC,Sporting Club de Bastia,"5'11""",52,55,264,305,305,212,58,2017
 N. Saint-Ruf,DC,Sporting Club de Bastia,"6'1""",73,68,222,226,324,207,54,2017
 F. Raspentino,BU,Sporting Club de Bastia,"5'10""",74,74,339,311,360,45,52,2017
 A. Ngando,MOC,Sporting Club de Bastia,"5'10""",66,74,330,349,346,98,60,2017
 L. Blas,MD,En Avant de Guingamp,"5'11""",68,86,313,328,365,177,64,2017
 A. Mendy,BU,En Avant de Guingamp,"6'0""",69,66,291,265,316,50,67,2017
 F. Bahlouli,MOC,LOSC,"5'11""",75,74,305,332,356,132,44,2017
 G. Milan,DC,FC Metz,"6'4""",46,34,213,145,228,209,63,2017
 G. Mandjeck,MDC,FC Metz,"6'0""",67,70,272,285,327,201,59,2017
 O. N'Guette,MD,FC Metz,"5'11""",82,92,323,313,385,94,45,2017
 F. Signorino,MDC,FC Metz,"5'9""",52,54,276,300,292,224,46,2017
 E. Kawashima,G,FC Metz,"6'1""",40,44,91,100,270,36,345,2017
 W. Rémy,DC,Montpellier HSC,"6'0""",76,75,243,270,325,199,52,2017
 W. Benítez,G,OGC Nice,"6'4""",46,44,78,92,233,56,343,2017
 A. Donis,BU,OGC Nice,"5'10""",76,79,304,281,379,65,60,2017
 O. Boscagli,DC,OGC Nice,"5'11""",69,71,240,256,329,210,49,2017
 C. Nkunku,MOC,Paris Saint-Germain,"5'9""",77,81,281,349,377,193,43,2017
 J. Gnagnon,DC,Stade Rennais FC,"6'0""",63,64,224,223,277,215,46,2017
 E. Lenjani,DG,Stade Rennais FC,"5'9""",79,78,321,314,356,205,54,2017
 D. Cavaré,DC,Stade Rennais FC,"6'4""",67,68,260,253,304,215,50,2017
 Y. Karamoh,MD,Stade Malherbe Caen,"6'1""",81,84,333,312,365,75,54,2017
 Z. Touré,DC,FC Lorient,"6'0""",75,68,188,216,326,198,47,2017
 F. Bellugou,MDC,FC Lorient,"6'1""",50,49,250,323,272,218,48,2017
 M. Barthelmé,MOC,FC Lorient,"5'9""",74,72,299,325,371,201,64,2017
 B. Sarr,MD,Olympique de Marseille,"5'10""",82,76,307,299,368,103,58,2017
 Z. Machach,MD,Olympique de Marseille,"6'1""",76,76,324,328,353,174,52,2017
 K. Bérigaud,BU,Angers SCO,"5'9""",75,72,344,332,350,132,57,2017
 D. Petric,G,Angers SCO,"6'1""",46,47,68,70,237,37,339,2017
 A. Letellier,G,Angers SCO,"6'3""",38,40,72,78,198,36,338,2017
 S. Yago,DC,Toulouse Football Club,"5'11""",71,73,268,269,339,211,53,2017
